,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52
57,52.0,49.0,51.0,55.0,51.0,52.0,53.0,53.0,54.0,51.0,55.0,51.0,52.0,54.0,53.0,51.0,52.0,54.0,52.0,52.0,54.0,50.0,54.0,51.0,54.0,53.0,53.0,53.0,52.0,52.0,50.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,54.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0,55.0,55.0,53.0,53.0,53.0,52.0,51.0
58,51.0,52.0,51.0,53.0,53.0,51.0,53.0,50.0,52.0,52.0,53.0,51.0,51.0,53.0,54.0,52.0,54.0,54.0,53.0,52.0,51.0,53.0,51.0,51.0,53.0,53.0,49.0,51.0,52.0,52.0,53.0,56.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,51.0,54.0,53.0,52.0,53.0,50.0,53.0,51.0,54.0,51.0,50.0,50.0,53.0,54.0
59,52.0,53.0,52.0,53.0,51.0,52.0,54.0,51.0,53.0,53.0,55.0,53.0,50.0,53.0,55.0,53.0,54.0,53.0,54.0,51.0,53.0,54.0,51.0,53.0,52.0,51.0,50.0,54.0,53.0,51.0,53.0,49.0,52.0,51.0,54.0,51.0,52.0,51.0,53.0,51.0,51.0,53.0,51.0,52.0,54.0,54.0,50.0,53.0,53.0,53.0,53.0,56.0,52.0
60,51.0,50.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,54.0,51.0,54.0,53.0,51.0,52.0,50.0,52.0,53.0,49.0,53.0,51.0,52.0,53.0,52.0,53.0,54.0,51.0,51.0,46.0,53.0,52.0,55.0,51.0,53.0,53.0,52.0,54.0,51.0,54.0,52.0,54.0,53.0,51.0,53.0,54.0,53.0,52.0,52.0,51.0,51.0
61,52.0,51.0,51.0,53.0,51.0,51.0,51.0,54.0,52.0,51.0,51.0,53.0,52.0,53.0,50.0,53.0,52.0,51.0,52.0,54.0,54.0,52.0,51.0,50.0,54.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0,50.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,54.0,51.0,53.0,52.0,53.0,53.0,51.0,52.0
62,51.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,55.0,52.0,54.0,52.0,50.0,52.0,52.0,54.0,53.0,55.0,52.0,52.0,54.0,56.0,54.0,52.0,52.0,54.0,54.0,53.0,53.0,52.0,53.0,54.0,51.0,51.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,54.0,52.0,51.0,52.0,53.0,50.0,52.0,53.0,53.0,53.0,54.0,53.0
63,54.0,50.0,52.0,52.0,50.0,53.0,52.0,53.0,51.0,53.0,53.0,51.0,51.0,51.0,52.0,51.0,52.0,52.0,53.0,50.0,53.0,54.0,53.0,51.0,51.0,51.0,52.0,52.0,54.0,54.0,55.0,48.0,52.0,51.0,54.0,53.0,51.0,53.0,53.0,53.0,52.0,52.0,50.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,54.0
64,53.0,53.0,53.0,50.0,51.0,51.0,52.0,54.0,51.0,51.0,55.0,56.0,53.0,55.0,50.0,53.0,53.0,51.0,52.0,50.0,53.0,49.0,52.0,52.0,54.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,50.0,52.0,52.0,54.0,53.0,52.0,52.0,54.0,51.0,54.0,51.0,51.0,53.0,54.0,51.0,52.0,53.0,51.0,51.0,52.0,50.0
65,53.0,52.0,51.0,52.0,52.0,53.0,51.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,53.0,55.0,54.0,53.0,52.0,51.0,55.0,52.0,54.0,54.0,54.0,55.0,50.0,52.0,52.0,55.0,52.0,53.0,52.0,54.0,51.0,53.0,50.0,51.0,52.0,52.0,53.0,55.0,53.0,54.0,54.0,53.0,53.0
66,53.0,54.0,52.0,54.0,51.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,55.0,53.0,51.0,56.0,52.0,53.0,52.0,51.0,54.0,54.0,54.0,51.0,52.0,51.0,52.0,51.0,53.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,55.0,52.0,54.0,51.0,54.0,53.0,53.0,53.0,52.0,53.0
67,51.0,52.0,52.0,52.0,53.0,51.0,50.0,54.0,54.0,53.0,53.0,53.0,51.0,55.0,53.0,52.0,53.0,54.0,51.0,52.0,54.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,53.0,51.0,50.0,52.0,52.0,54.0,52.0,54.0,53.0,52.0,54.0,50.0,53.0,49.0,54.0,55.0,53.0,54.0,53.0,54.0,52.0,52.0,53.0,52.0
68,51.0,52.0,53.0,50.0,51.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,51.0,52.0,54.0,52.0,54.0,52.0,50.0,52.0,51.0,51.0,51.0,54.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,55.0,53.0,53.0,54.0,54.0,53.0,52.0,50.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,51.0,53.0
69,53.0,54.0,52.0,52.0,51.0,51.0,53.0,53.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,56.0,54.0,53.0,50.0,53.0,55.0,53.0,54.0,55.0,51.0,54.0,55.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,52.0,51.0,53.0,51.0,53.0,51.0,55.0,54.0,53.0,54.0,52.0,52.0,53.0,52.0
70,52.0,52.0,52.0,55.0,53.0,51.0,52.0,50.0,52.0,52.0,55.0,53.0,52.0,52.0,54.0,51.0,53.0,54.0,50.0,53.0,53.0,55.0,55.0,51.0,50.0,51.0,55.0,54.0,54.0,54.0,52.0,51.0,52.0,53.0,55.0,54.0,54.0,51.0,56.0,52.0,54.0,55.0,51.0,54.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,54.0
71,52.0,52.0,52.0,53.0,51.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0,51.0,52.0,53.0,53.0,54.0,48.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,50.0,55.0,54.0,54.0,52.0,52.0
72,52.0,51.0,50.0,52.0,51.0,50.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,51.0,54.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,54.0,56.0,53.0,53.0,54.0,52.0,53.0,49.0,53.0,53.0,52.0,54.0,55.0,51.0,53.0,49.0,51.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0
73,53.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,54.0,52.0,54.0,53.0,52.0,53.0,55.0,53.0,51.0,55.0,54.0,53.0,54.0,53.0,53.0,53.0,53.0,55.0,52.0,54.0,51.0,52.0,53.0,57.0,53.0,53.0,55.0,52.0,52.0,54.0,51.0,53.0,51.0,52.0,52.0,53.0,54.0,52.0,52.0,50.0,52.0
74,53.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,54.0,50.0,54.0,52.0,53.0,53.0,52.0,54.0,55.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,51.0,53.0,52.0,54.0,53.0,53.0,51.0,51.0,50.0,50.0,53.0,54.0,53.0,54.0,52.0,52.0,52.0,55.0,52.0,53.0,55.0,52.0,53.0,50.0,53.0,51.0,51.0,53.0,54.0
75,53.0,53.0,53.0,54.0,53.0,50.0,51.0,53.0,53.0,53.0,50.0,51.0,53.0,53.0,51.0,53.0,53.0,54.0,51.0,52.0,54.0,51.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,55.0,53.0,50.0,54.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,53.0
76,54.0,54.0,51.0,54.0,54.0,49.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,55.0,52.0,52.0,52.0,51.0,53.0,51.0,54.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,51.0,51.0,52.0,54.0,52.0,53.0,53.0,55.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0,51.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,51.0
77,52.0,53.0,52.0,54.0,52.0,51.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,51.0,54.0,52.0,53.0,53.0,50.0,55.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,53.0,51.0,55.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,53.0,53.0,55.0,53.0,53.0,54.0,54.0,53.0,50.0
78,53.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,55.0,52.0,52.0,51.0,52.0,52.0,52.0,50.0,53.0,53.0,52.0,53.0,52.0,54.0,51.0,51.0,52.0,51.0,54.0,52.0,53.0,51.0,52.0,53.0,54.0,54.0,53.0,54.0,53.0,53.0,54.0,50.0,52.0,52.0,52.0,54.0
79,53.0,50.0,50.0,53.0,52.0,53.0,52.0,53.0,56.0,53.0,52.0,51.0,51.0,52.0,50.0,53.0,53.0,54.0,53.0,53.0,53.0,50.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,51.0,54.0,52.0,50.0,50.0,54.0,52.0,52.0,54.0,52.0,51.0,52.0,53.0,50.0,51.0,54.0,54.0,51.0,52.0,51.0,51.0,54.0,50.0
80,52.0,49.0,52.0,53.0,52.0,54.0,52.0,52.0,54.0,54.0,53.0,51.0,53.0,50.0,50.0,51.0,51.0,54.0,50.0,51.0,52.0,54.0,52.0,51.0,53.0,52.0,54.0,52.0,51.0,54.0,52.0,51.0,53.0,53.0,57.0,50.0,52.0,51.0,53.0,52.0,52.0,51.0,52.0,53.0,51.0,53.0,55.0,53.0,52.0,54.0,54.0,52.0,52.0
81,53.0,53.0,54.0,52.0,53.0,51.0,56.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,49.0,54.0,53.0,53.0,52.0,54.0,55.0,52.0,53.0,53.0,52.0,54.0,54.0,54.0,54.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0
82,53.0,54.0,53.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,55.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,52.0,50.0,53.0,51.0,54.0,54.0,52.0,54.0,53.0,55.0,53.0,55.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0
83,53.0,53.0,54.0,55.0,53.0,50.0,54.0,54.0,54.0,53.0,52.0,51.0,52.0,52.0,52.0,50.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,53.0,54.0,53.0,52.0,54.0,51.0,54.0,56.0,53.0,51.0,53.0,54.0,53.0,52.0,52.0,54.0,53.0,52.0,55.0,55.0,54.0,53.0,54.0,54.0,52.0,53.0,52.0,52.0,54.0,51.0
84,53.0,54.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,55.0,52.0,54.0,53.0,52.0,51.0,53.0,53.0,51.0,54.0,55.0,52.0,52.0,49.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,49.0,53.0,55.0,53.0,53.0,50.0,53.0,52.0,52.0,54.0,53.0,53.0,55.0,52.0
85,51.0,51.0,53.0,53.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,53.0,51.0,53.0,49.0,51.0,57.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,48.0,54.0,53.0,52.0,52.0,53.0,51.0,55.0,52.0,52.0,52.0,52.0,54.0,52.0,50.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0
86,54.0,52.0,54.0,53.0,52.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,50.0,54.0,53.0,53.0,50.0,53.0,51.0,53.0,54.0,55.0,54.0,53.0,50.0,54.0,55.0,53.0,52.0,51.0,54.0,51.0,52.0,54.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,50.0,51.0,53.0,52.0,52.0,52.0,53.0
87,53.0,53.0,54.0,52.0,52.0,51.0,51.0,53.0,53.0,54.0,52.0,53.0,51.0,53.0,51.0,53.0,51.0,52.0,53.0,53.0,54.0,52.0,54.0,49.0,55.0,54.0,54.0,54.0,53.0,51.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,55.0,52.0,50.0,51.0,52.0,50.0,54.0,52.0,54.0,54.0,53.0,53.0
88,53.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,54.0,54.0,50.0,53.0,52.0,52.0,53.0,52.0,52.0,54.0,54.0,54.0,51.0,55.0,53.0,57.0,54.0,53.0,54.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,50.0,50.0,55.0,52.0,53.0,50.0,51.0,51.0,55.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0
89,52.0,52.0,51.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,55.0,52.0,52.0,53.0,55.0,51.0,52.0,54.0,53.0,53.0,52.0,53.0,51.0,51.0,52.0,51.0,49.0,52.0,51.0,55.0,50.0,52.0,54.0,53.0,53.0,50.0,54.0,51.0,53.0,51.0,54.0,54.0,52.0,52.0,53.0,52.0
90,52.0,51.0,52.0,52.0,53.0,52.0,54.0,52.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,51.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,51.0,51.0,53.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0,51.0,51.0,55.0,51.0,54.0,52.0,53.0,53.0,54.0,52.0,54.0,54.0,52.0,52.0
91,54.0,54.0,52.0,53.0,53.0,51.0,53.0,55.0,53.0,51.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0,51.0,54.0,52.0,53.0,51.0,52.0,53.0,53.0,55.0,53.0,53.0,52.0,52.0,54.0,56.0,52.0,51.0,53.0,53.0,50.0,53.0,52.0,51.0,51.0,55.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0
92,51.0,53.0,51.0,51.0,52.0,51.0,54.0,54.0,53.0,54.0,51.0,51.0,51.0,48.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,54.0,54.0,51.0,53.0,55.0,55.0,54.0,53.0,53.0,52.0,50.0,53.0,53.0,51.0,53.0,53.0,53.0,54.0,54.0,52.0,55.0,50.0,52.0,51.0,53.0,52.0,52.0,55.0,53.0,53.0,54.0,53.0
93,54.0,54.0,51.0,52.0,50.0,51.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,51.0,51.0,51.0,53.0,52.0,55.0,51.0,53.0,51.0,53.0,53.0,53.0,54.0,55.0,52.0,53.0,52.0,52.0,55.0,52.0,55.0,53.0,53.0,52.0,53.0,53.0,54.0,50.0,52.0,51.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0
94,53.0,52.0,51.0,52.0,53.0,51.0,51.0,54.0,52.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,54.0,54.0,51.0,53.0,53.0,55.0,53.0,53.0,52.0,53.0,52.0,51.0,56.0,51.0,51.0,53.0,53.0,51.0,51.0,50.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,51.0,53.0,54.0,53.0,53.0,51.0,52.0
95,52.0,53.0,50.0,53.0,53.0,53.0,52.0,55.0,53.0,54.0,53.0,51.0,54.0,51.0,53.0,51.0,52.0,54.0,52.0,53.0,51.0,55.0,54.0,55.0,54.0,52.0,53.0,54.0,51.0,51.0,53.0,51.0,52.0,53.0,55.0,52.0,54.0,53.0,52.0,51.0,53.0,53.0,51.0,53.0,51.0,53.0,52.0,56.0,53.0,51.0,51.0,51.0,53.0
96,53.0,55.0,52.0,53.0,52.0,52.0,54.0,55.0,54.0,54.0,53.0,53.0,55.0,51.0,53.0,52.0,53.0,52.0,54.0,50.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,52.0,52.0,50.0,51.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,54.0,54.0,50.0,53.0,51.0,55.0,52.0,52.0,52.0,50.0,50.0,53.0,53.0
97,52.0,53.0,54.0,54.0,54.0,52.0,51.0,53.0,52.0,55.0,54.0,53.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,55.0,52.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,50.0,53.0,54.0,54.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0
98,56.0,54.0,52.0,53.0,53.0,51.0,55.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,54.0,51.0,54.0,51.0,53.0,53.0,51.0,53.0,52.0,51.0,52.0,53.0,54.0,55.0,50.0,53.0,52.0,54.0,52.0,54.0,53.0,51.0,51.0,53.0,52.0,52.0,50.0,54.0,53.0,56.0,53.0,53.0,53.0,53.0,54.0
99,54.0,54.0,54.0,53.0,53.0,52.0,54.0,51.0,52.0,53.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,54.0,53.0,54.0,52.0,50.0,50.0,51.0,52.0,51.0,52.0,52.0,51.0,54.0,49.0,52.0,53.0,52.0,53.0,51.0,51.0,51.0,53.0,51.0,53.0,51.0,50.0,51.0,52.0,52.0,52.0,53.0,54.0,54.0,54.0,52.0
100,51.0,50.0,50.0,52.0,51.0,53.0,54.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,51.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,54.0,52.0,52.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,54.0,52.0,50.0,52.0,50.0,52.0,52.0,53.0,51.0,53.0,48.0,52.0,52.0,55.0,52.0
101,50.0,-9.0,52.0,44.0,53.0,50.0,21.0,41.0,50.0,40.0,49.0,52.0,45.0,45.0,50.0,29.0,53.0,43.0,53.0,47.0,50.0,49.0,21.0,38.0,21.0,53.0,53.0,41.0,56.0,51.0,45.0,39.0,52.0,49.0,37.0,51.0,42.0,47.0,51.0,52.0,52.0,33.0,49.0,50.0,51.0,46.0,49.0,50.0,52.0,51.0,51.0,51.0,34.0
102,-28.0,-127.0,1.0,-102.0,6.0,8.0,-127.0,-85.0,-27.0,-69.0,-38.0,-27.0,-111.0,-65.0,-14.0,-127.0,-3.0,-68.0,33.0,-66.0,-43.0,-34.0,-127.0,-118.0,-125.0,17.0,3.0,-99.0,13.0,7.0,-39.0,-127.0,22.0,-64.0,-127.0,-5.0,-104.0,-52.0,-32.0,20.0,-1.0,-125.0,-47.0,12.0,-24.0,-54.0,-43.0,-24.0,7.0,-54.0,-54.0,5.0,-100.0
103,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0
104,-127.0,-86.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-118.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-119.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0
105,-127.0,1.0,-127.0,-127.0,-127.0,-127.0,-17.0,-49.0,-120.0,-59.0,-127.0,-127.0,-94.0,-57.0,-112.0,-8.0,-108.0,-64.0,-127.0,-127.0,-74.0,-127.0,-13.0,-43.0,-33.0,-127.0,-127.0,-66.0,-127.0,-127.0,-91.0,-75.0,-127.0,-110.0,-121.0,-127.0,-56.0,-127.0,-127.0,-127.0,-127.0,-43.0,-127.0,-127.0,-127.0,-55.0,-78.0,-127.0,-127.0,-127.0,-127.0,-127.0,-28.0
106,-42.0,24.0,-15.0,-23.0,-58.0,-15.0,29.0,15.0,4.0,6.0,-51.0,-93.0,8.0,8.0,-8.0,24.0,-12.0,4.0,-127.0,-12.0,15.0,-79.0,25.0,21.0,16.0,-98.0,-25.0,4.0,-127.0,-11.0,-13.0,9.0,-127.0,2.0,-13.0,-49.0,13.0,-41.0,-32.0,-72.0,-17.0,19.0,-21.0,-32.0,-12.0,14.0,9.0,-4.0,-29.0,-110.0,-110.0,-22.0,15.0
107,8.0,22.0,15.0,4.0,6.0,28.0,36.0,28.0,29.0,26.0,2.0,-17.0,20.0,23.0,22.0,32.0,16.0,24.0,-11.0,12.0,20.0,-6.0,35.0,32.0,34.0,8.0,17.0,20.0,-15.0,25.0,14.0,25.0,-17.0,20.0,11.0,5.0,25.0,10.0,8.0,9.0,18.0,28.0,16.0,14.0,12.0,24.0,24.0,21.0,25.0,-15.0,-15.0,24.0,24.0
108,21.0,21.0,23.0,33.0,21.0,35.0,45.0,38.0,40.0,43.0,15.0,9.0,41.0,40.0,30.0,43.0,30.0,42.0,13.0,28.0,33.0,19.0,49.0,48.0,49.0,21.0,28.0,38.0,14.0,31.0,32.0,48.0,9.0,33.0,40.0,19.0,43.0,25.0,27.0,15.0,34.0,44.0,32.0,25.0,29.0,42.0,40.0,31.0,29.0,19.0,19.0,30.0,42.0
109,43.0,22.0,45.0,52.0,48.0,49.0,45.0,45.0,51.0,51.0,47.0,42.0,55.0,46.0,44.0,45.0,48.0,53.0,35.0,46.0,51.0,50.0,46.0,52.0,47.0,51.0,48.0,47.0,45.0,48.0,44.0,50.0,37.0,47.0,49.0,42.0,47.0,43.0,49.0,43.0,53.0,50.0,54.0,41.0,51.0,52.0,52.0,51.0,51.0,49.0,49.0,42.0,44.0
110,34.0,23.0,35.0,25.0,45.0,47.0,29.0,36.0,37.0,40.0,36.0,34.0,28.0,34.0,42.0,28.0,39.0,34.0,43.0,30.0,35.0,37.0,34.0,30.0,30.0,49.0,45.0,26.0,46.0,42.0,32.0,23.0,46.0,31.0,18.0,36.0,29.0,34.0,39.0,47.0,39.0,30.0,34.0,44.0,36.0,35.0,39.0,43.0,42.0,30.0,30.0,40.0,30.0
111,11.0,31.0,16.0,8.0,16.0,28.0,36.0,35.0,20.0,33.0,4.0,5.0,18.0,30.0,30.0,37.0,24.0,30.0,16.0,17.0,22.0,5.0,39.0,26.0,30.0,9.0,24.0,20.0,3.0,24.0,22.0,21.0,15.0,17.0,15.0,13.0,29.0,10.0,19.0,16.0,17.0,33.0,8.0,25.0,19.0,30.0,26.0,15.0,17.0,3.0,3.0,21.0,34.0
112,28.0,38.0,34.0,36.0,24.0,31.0,46.0,43.0,37.0,45.0,23.0,25.0,43.0,44.0,37.0,49.0,33.0,44.0,9.0,32.0,43.0,23.0,44.0,44.0,38.0,16.0,31.0,41.0,11.0,35.0,38.0,42.0,14.0,38.0,36.0,26.0,46.0,26.0,34.0,19.0,31.0,44.0,31.0,32.0,35.0,39.0,36.0,37.0,25.0,27.0,27.0,34.0,45.0
113,43.0,43.0,46.0,39.0,40.0,40.0,49.0,43.0,43.0,47.0,40.0,40.0,46.0,48.0,45.0,46.0,45.0,45.0,34.0,38.0,49.0,38.0,45.0,46.0,42.0,37.0,47.0,43.0,35.0,46.0,43.0,41.0,33.0,42.0,39.0,39.0,47.0,37.0,37.0,39.0,45.0,46.0,44.0,44.0,42.0,40.0,44.0,44.0,41.0,36.0,36.0,43.0,47.0
114,42.0,49.0,41.0,42.0,36.0,43.0,47.0,50.0,43.0,46.0,38.0,38.0,47.0,45.0,44.0,48.0,47.0,47.0,38.0,41.0,48.0,37.0,46.0,44.0,49.0,39.0,45.0,47.0,38.0,44.0,43.0,42.0,36.0,44.0,47.0,40.0,48.0,42.0,41.0,37.0,43.0,51.0,42.0,47.0,42.0,46.0,47.0,44.0,42.0,35.0,35.0,45.0,45.0
115,49.0,49.0,48.0,50.0,45.0,47.0,50.0,55.0,51.0,47.0,45.0,47.0,48.0,48.0,46.0,50.0,48.0,51.0,45.0,49.0,51.0,48.0,51.0,51.0,48.0,44.0,44.0,52.0,46.0,48.0,49.0,52.0,41.0,46.0,50.0,48.0,51.0,49.0,48.0,43.0,45.0,51.0,47.0,51.0,49.0,53.0,52.0,48.0,43.0,45.0,45.0,49.0,53.0
116,49.0,50.0,53.0,49.0,51.0,51.0,51.0,50.0,52.0,50.0,49.0,51.0,50.0,51.0,50.0,47.0,51.0,53.0,51.0,51.0,53.0,50.0,51.0,49.0,50.0,48.0,48.0,51.0,53.0,49.0,50.0,53.0,47.0,46.0,48.0,51.0,48.0,47.0,49.0,47.0,50.0,51.0,48.0,53.0,52.0,51.0,51.0,47.0,54.0,49.0,49.0,50.0,52.0
117,50.0,52.0,51.0,51.0,48.0,52.0,52.0,52.0,49.0,55.0,47.0,50.0,51.0,51.0,51.0,53.0,51.0,54.0,49.0,49.0,52.0,52.0,54.0,51.0,52.0,47.0,53.0,53.0,50.0,52.0,53.0,49.0,44.0,50.0,49.0,52.0,49.0,49.0,53.0,50.0,52.0,52.0,47.0,51.0,51.0,51.0,53.0,50.0,51.0,51.0,51.0,51.0,51.0
118,55.0,49.0,53.0,51.0,50.0,53.0,51.0,54.0,51.0,52.0,50.0,51.0,52.0,54.0,52.0,51.0,50.0,51.0,52.0,52.0,52.0,52.0,51.0,50.0,50.0,51.0,53.0,49.0,53.0,54.0,53.0,49.0,49.0,51.0,52.0,52.0,52.0,52.0,51.0,51.0,53.0,51.0,48.0,51.0,48.0,52.0,54.0,52.0,49.0,52.0,52.0,53.0,52.0
119,46.0,47.0,47.0,44.0,51.0,50.0,47.0,50.0,48.0,48.0,48.0,50.0,48.0,48.0,51.0,49.0,52.0,48.0,48.0,48.0,49.0,47.0,48.0,45.0,48.0,49.0,49.0,49.0,51.0,49.0,48.0,47.0,50.0,46.0,47.0,50.0,48.0,48.0,45.0,50.0,50.0,50.0,45.0,49.0,48.0,48.0,50.0,49.0,49.0,50.0,50.0,48.0,49.0
