,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52
2043,52.0,51.0,52.0,53.0,54.0,51.0,50.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,51.0,52.0,52.0,53.0,54.0,52.0,50.0,53.0,56.0,52.0,54.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,51.0,53.0,52.0,53.0,53.0,54.0,51.0,51.0,51.0,52.0,54.0
2044,54.0,54.0,53.0,50.0,53.0,50.0,56.0,53.0,53.0,52.0,51.0,53.0,51.0,51.0,52.0,51.0,55.0,52.0,54.0,51.0,52.0,53.0,54.0,53.0,49.0,52.0,52.0,51.0,54.0,53.0,53.0,49.0,50.0,52.0,53.0,52.0,55.0,55.0,53.0,51.0,49.0,52.0,53.0,55.0,53.0,53.0,51.0,53.0,50.0,53.0,53.0,54.0,51.0
2045,54.0,52.0,55.0,50.0,54.0,53.0,55.0,54.0,49.0,50.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0,53.0,51.0,51.0,51.0,52.0,55.0,52.0,51.0,53.0,53.0,51.0,49.0,51.0,52.0,52.0,51.0,56.0,52.0,51.0,53.0,53.0,55.0,53.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,53.0,53.0
2046,51.0,53.0,51.0,52.0,51.0,53.0,51.0,52.0,53.0,54.0,52.0,52.0,53.0,52.0,54.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,55.0,50.0,52.0,55.0,52.0,52.0,50.0,56.0,53.0,53.0,55.0,54.0,53.0,50.0,54.0,52.0,51.0,52.0,51.0,51.0,53.0,51.0,51.0,54.0,52.0,55.0,55.0,54.0,52.0
2047,53.0,53.0,50.0,50.0,53.0,52.0,50.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,55.0,50.0,56.0,54.0,51.0,53.0,51.0,53.0,52.0,53.0,50.0,52.0,53.0,51.0,53.0,54.0,51.0,51.0,52.0,52.0,51.0,51.0,52.0,53.0,52.0,53.0,52.0,50.0,53.0,52.0,54.0,51.0,53.0,51.0,51.0,51.0,52.0,53.0
2048,52.0,53.0,55.0,49.0,52.0,52.0,56.0,53.0,52.0,51.0,55.0,53.0,54.0,54.0,52.0,51.0,55.0,54.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0,54.0,53.0,56.0,52.0,54.0,54.0,53.0,52.0,53.0,54.0,52.0,54.0,56.0,55.0,53.0,53.0,48.0,54.0
2049,54.0,52.0,51.0,52.0,53.0,53.0,54.0,55.0,50.0,53.0,53.0,53.0,55.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,50.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,54.0,53.0,55.0,52.0,52.0,53.0,52.0,53.0,52.0,55.0,51.0,52.0,50.0,51.0,52.0,52.0,53.0,52.0,56.0,55.0,52.0,52.0,52.0,52.0
2050,54.0,51.0,50.0,54.0,53.0,53.0,52.0,51.0,49.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,48.0,54.0,51.0,52.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,57.0,52.0,53.0,52.0,53.0,53.0,49.0,52.0,51.0,51.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,53.0,51.0,51.0,50.0,51.0
2051,53.0,53.0,54.0,50.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,51.0,50.0,52.0,53.0,51.0,51.0,53.0,51.0,51.0,52.0,54.0,52.0,53.0,55.0,54.0,53.0,52.0,49.0,52.0,52.0,53.0,50.0,53.0,55.0,55.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,54.0,54.0,54.0,52.0,52.0
2052,53.0,53.0,52.0,50.0,52.0,53.0,57.0,51.0,52.0,52.0,53.0,52.0,52.0,51.0,51.0,50.0,52.0,55.0,53.0,52.0,50.0,50.0,52.0,52.0,51.0,53.0,54.0,53.0,52.0,55.0,54.0,53.0,51.0,53.0,53.0,52.0,54.0,53.0,55.0,52.0,51.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0
2053,52.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,56.0,52.0,56.0,53.0,51.0,53.0,53.0,53.0,53.0,55.0,53.0,54.0,54.0,55.0,53.0,49.0,52.0,51.0,50.0,54.0,50.0,52.0,52.0,50.0,52.0,55.0,52.0,53.0,53.0,52.0,54.0
2054,52.0,53.0,51.0,51.0,51.0,53.0,49.0,54.0,52.0,52.0,51.0,50.0,51.0,53.0,51.0,54.0,52.0,54.0,52.0,52.0,51.0,54.0,53.0,55.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,51.0,54.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,50.0,53.0,53.0,52.0,52.0,52.0,52.0
2055,53.0,53.0,53.0,51.0,53.0,53.0,55.0,51.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,50.0,52.0,52.0,52.0,53.0,52.0,52.0,50.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,50.0,53.0,53.0,52.0,52.0
2056,53.0,53.0,54.0,52.0,54.0,50.0,56.0,53.0,51.0,50.0,53.0,54.0,52.0,54.0,50.0,50.0,53.0,52.0,52.0,50.0,52.0,51.0,52.0,52.0,51.0,51.0,53.0,54.0,51.0,52.0,54.0,55.0,52.0,50.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,55.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,55.0
2057,53.0,52.0,51.0,53.0,50.0,51.0,50.0,52.0,53.0,52.0,51.0,53.0,54.0,55.0,53.0,54.0,52.0,50.0,51.0,52.0,50.0,53.0,51.0,53.0,51.0,53.0,53.0,50.0,52.0,53.0,53.0,56.0,53.0,52.0,53.0,51.0,52.0,50.0,54.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,51.0,54.0,54.0,50.0,50.0,52.0,53.0
2058,53.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,51.0,50.0,55.0,53.0,52.0,54.0,53.0,54.0,53.0,51.0,54.0,54.0,50.0,53.0,50.0,53.0,56.0,54.0,52.0,54.0,54.0,52.0,53.0,51.0,54.0,52.0,53.0,54.0,51.0,51.0,54.0,51.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,55.0
2059,52.0,54.0,52.0,52.0,52.0,53.0,55.0,53.0,52.0,53.0,55.0,53.0,50.0,53.0,53.0,53.0,50.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,50.0,53.0,51.0,54.0,53.0,54.0,52.0,50.0,52.0,50.0,52.0,50.0,52.0,55.0,54.0,51.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,50.0
2060,51.0,51.0,51.0,52.0,54.0,53.0,50.0,52.0,51.0,54.0,52.0,54.0,53.0,53.0,51.0,53.0,52.0,50.0,53.0,53.0,51.0,52.0,53.0,50.0,53.0,52.0,53.0,52.0,52.0,50.0,50.0,55.0,54.0,53.0,55.0,50.0,52.0,49.0,52.0,53.0,51.0,52.0,50.0,54.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0
2061,52.0,53.0,52.0,51.0,53.0,50.0,49.0,53.0,52.0,52.0,50.0,53.0,51.0,54.0,51.0,53.0,52.0,50.0,53.0,52.0,54.0,54.0,52.0,51.0,54.0,52.0,51.0,52.0,53.0,52.0,52.0,54.0,54.0,54.0,55.0,53.0,53.0,49.0,52.0,54.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,55.0,53.0,53.0,53.0,53.0,53.0
2062,55.0,53.0,52.0,51.0,53.0,53.0,55.0,55.0,53.0,52.0,53.0,53.0,51.0,54.0,54.0,55.0,51.0,54.0,54.0,52.0,51.0,53.0,53.0,53.0,49.0,52.0,53.0,50.0,52.0,53.0,54.0,49.0,52.0,52.0,50.0,53.0,52.0,53.0,51.0,50.0,53.0,53.0,53.0,53.0,54.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0
2063,54.0,52.0,51.0,53.0,53.0,52.0,55.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,55.0,54.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,51.0,53.0,51.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,55.0,55.0,53.0,53.0,53.0,52.0,54.0,54.0,53.0,54.0
2064,53.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,50.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0,50.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,55.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,53.0,51.0,53.0,53.0,54.0,54.0,55.0,51.0
2065,54.0,51.0,55.0,53.0,53.0,52.0,50.0,51.0,50.0,51.0,51.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,52.0,50.0,54.0,50.0,53.0,52.0,54.0,49.0,53.0,51.0,51.0,54.0,55.0,52.0,54.0,52.0,53.0,52.0,51.0,53.0,51.0,52.0,51.0,53.0,54.0,52.0,53.0,52.0,54.0,53.0,54.0,54.0,52.0,53.0
2066,54.0,52.0,54.0,51.0,54.0,52.0,53.0,52.0,53.0,53.0,54.0,52.0,54.0,55.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,51.0,51.0,55.0,51.0,51.0,52.0,53.0,53.0,49.0,53.0,51.0,53.0,52.0,54.0,56.0,54.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0,52.0,54.0,52.0,52.0,52.0,51.0,53.0
2067,53.0,54.0,53.0,51.0,53.0,52.0,55.0,51.0,56.0,54.0,53.0,53.0,53.0,50.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,51.0,50.0,55.0,52.0,54.0,51.0,52.0,51.0,51.0,53.0,53.0,52.0,50.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,52.0,54.0,53.0,53.0,53.0,52.0
2068,54.0,51.0,50.0,52.0,54.0,52.0,50.0,52.0,52.0,50.0,50.0,52.0,52.0,53.0,53.0,54.0,55.0,53.0,55.0,52.0,53.0,53.0,52.0,51.0,56.0,51.0,52.0,52.0,53.0,54.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,50.0,52.0,53.0,51.0,53.0,52.0,51.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,57.0,53.0
2069,53.0,51.0,53.0,51.0,53.0,51.0,55.0,54.0,53.0,54.0,53.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,54.0,50.0,52.0,51.0,50.0,50.0,53.0,53.0,52.0,54.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,54.0,53.0,53.0,51.0,52.0
2070,54.0,51.0,54.0,52.0,54.0,51.0,54.0,53.0,51.0,52.0,54.0,54.0,55.0,53.0,52.0,53.0,51.0,52.0,51.0,51.0,51.0,53.0,53.0,54.0,51.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,54.0,53.0,53.0,53.0,52.0,54.0,51.0,50.0,53.0,53.0,51.0,54.0,51.0,53.0,53.0,54.0,52.0,54.0,54.0,51.0,53.0
2071,52.0,52.0,51.0,51.0,54.0,53.0,54.0,54.0,51.0,52.0,52.0,54.0,52.0,54.0,51.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,53.0,56.0,55.0
2072,52.0,52.0,51.0,52.0,51.0,53.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,53.0,54.0,53.0,54.0,53.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0,50.0,51.0,57.0,51.0,53.0,52.0,52.0,52.0,53.0,50.0,52.0,52.0,53.0,53.0,51.0,52.0,54.0,54.0,55.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0
2073,54.0,52.0,51.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0,54.0,54.0,53.0,52.0,52.0,49.0,53.0,53.0,51.0,51.0,54.0,52.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,50.0,52.0,53.0,53.0,54.0,54.0,50.0,53.0
2074,53.0,52.0,51.0,53.0,53.0,55.0,54.0,54.0,52.0,54.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,56.0,50.0,53.0,51.0,53.0,49.0,52.0,54.0,53.0,53.0,51.0,52.0,51.0,52.0,51.0,51.0,53.0,53.0,52.0,52.0,55.0,51.0,52.0,51.0,53.0,51.0,54.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,50.0,53.0
2075,53.0,53.0,52.0,51.0,56.0,52.0,53.0,50.0,53.0,52.0,53.0,50.0,53.0,53.0,52.0,51.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,56.0,53.0,52.0,50.0,51.0,52.0,52.0,57.0,53.0,53.0,53.0,53.0,54.0,52.0,51.0,51.0,55.0,53.0,53.0,56.0,54.0,51.0,53.0,53.0,52.0,53.0,53.0,55.0,53.0
2076,54.0,51.0,52.0,50.0,52.0,52.0,52.0,54.0,51.0,55.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,55.0,55.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,55.0,54.0,50.0,52.0,53.0,54.0,54.0,52.0,51.0,54.0,53.0,51.0,53.0,52.0,51.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0
2077,54.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,50.0,54.0,50.0,52.0,52.0,53.0,49.0,51.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,51.0,55.0,53.0,54.0,52.0,53.0,53.0,50.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,48.0,52.0
2078,55.0,53.0,52.0,52.0,54.0,51.0,53.0,53.0,49.0,52.0,53.0,53.0,54.0,54.0,51.0,54.0,51.0,54.0,52.0,50.0,51.0,52.0,51.0,51.0,54.0,50.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,55.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,56.0
2079,54.0,49.0,51.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,52.0,53.0,51.0,53.0,53.0,54.0,53.0,51.0,51.0,51.0,53.0,54.0,53.0,54.0,54.0,53.0,52.0,53.0,54.0,54.0,51.0,52.0,55.0,51.0,51.0,50.0,53.0,50.0,52.0,52.0,53.0,49.0,54.0,52.0,51.0,52.0,50.0,53.0,53.0,58.0,51.0
2080,54.0,53.0,51.0,53.0,52.0,54.0,53.0,51.0,52.0,51.0,51.0,54.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0,53.0,50.0,53.0,52.0,53.0,52.0,52.0,54.0,54.0,53.0,52.0,54.0,53.0,53.0,52.0,54.0,50.0,53.0,54.0,50.0,52.0,55.0,54.0,51.0,53.0,53.0,53.0,53.0,49.0,52.0
2081,52.0,53.0,53.0,53.0,54.0,51.0,52.0,54.0,52.0,53.0,50.0,55.0,53.0,55.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,51.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0,50.0,53.0,52.0,54.0,52.0,53.0,52.0,54.0,52.0,53.0,51.0,52.0,50.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,50.0,52.0
2082,53.0,51.0,50.0,52.0,51.0,54.0,53.0,51.0,51.0,51.0,51.0,52.0,55.0,51.0,54.0,54.0,54.0,52.0,54.0,53.0,53.0,51.0,51.0,53.0,55.0,51.0,52.0,54.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,50.0,52.0,54.0,51.0,50.0,53.0,53.0,53.0,51.0,51.0,57.0,53.0
2083,52.0,53.0,53.0,54.0,52.0,51.0,52.0,53.0,55.0,54.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,50.0,55.0,53.0,52.0,51.0,52.0,50.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,54.0,53.0,50.0,51.0,54.0,51.0,50.0,52.0,53.0,51.0,53.0,54.0,52.0,54.0,51.0,52.0,53.0,52.0,54.0,54.0,56.0,55.0
2084,52.0,52.0,50.0,52.0,54.0,54.0,53.0,52.0,51.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,55.0,54.0,51.0,54.0,52.0,54.0,53.0,50.0,52.0,51.0,49.0,51.0,55.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,51.0,54.0,53.0,52.0,54.0,50.0,53.0,53.0,50.0,50.0
2085,54.0,53.0,52.0,53.0,52.0,52.0,55.0,52.0,51.0,53.0,53.0,51.0,54.0,54.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,54.0,50.0,53.0,52.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,51.0,52.0,55.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,54.0,55.0
2086,52.0,54.0,52.0,52.0,54.0,50.0,48.0,54.0,50.0,55.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,51.0,55.0,51.0,53.0,52.0,52.0,54.0,51.0,54.0,49.0,51.0,54.0,51.0,54.0,51.0,52.0,51.0,52.0,52.0,52.0,54.0,53.0,53.0,51.0,54.0,52.0,53.0,53.0,57.0,54.0
2087,55.0,53.0,53.0,54.0,51.0,54.0,50.0,51.0,52.0,53.0,53.0,50.0,51.0,54.0,51.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,54.0,54.0,51.0,54.0,54.0,52.0,50.0,54.0,50.0,54.0,52.0,52.0,54.0,52.0,51.0,52.0,53.0,49.0,52.0,51.0,55.0,48.0,52.0,53.0,54.0,51.0,53.0,52.0,52.0,52.0,51.0
2088,52.0,51.0,53.0,54.0,53.0,53.0,55.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0,55.0,53.0,52.0,53.0,51.0,51.0,49.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,55.0,50.0,53.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,54.0,54.0,53.0,54.0,53.0,55.0,55.0,51.0,54.0
2089,53.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,54.0,55.0,53.0,54.0,52.0,52.0,51.0,52.0,54.0,54.0,53.0,52.0,51.0,54.0,52.0,53.0,51.0,50.0,52.0,52.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0
2090,56.0,51.0,53.0,53.0,52.0,53.0,50.0,55.0,53.0,52.0,52.0,52.0,54.0,53.0,54.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,52.0,53.0,51.0,54.0,53.0,53.0,51.0,51.0,53.0,50.0,52.0,51.0,51.0,51.0,54.0,51.0,51.0,52.0,55.0,55.0,53.0,53.0,53.0,56.0,54.0
2091,52.0,51.0,53.0,52.0,53.0,52.0,54.0,54.0,52.0,54.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,48.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,54.0,54.0,52.0,52.0,54.0,51.0,53.0,53.0,51.0,55.0,53.0,52.0,53.0,52.0,51.0,51.0,51.0,53.0,53.0,52.0,53.0
2092,54.0,54.0,52.0,54.0,54.0,53.0,55.0,52.0,51.0,54.0,52.0,52.0,54.0,55.0,55.0,52.0,52.0,52.0,54.0,53.0,51.0,52.0,52.0,50.0,50.0,52.0,54.0,55.0,52.0,54.0,53.0,53.0,52.0,53.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0,53.0,53.0,52.0,55.0,54.0,52.0,52.0,53.0,52.0
2093,54.0,53.0,53.0,51.0,52.0,52.0,55.0,54.0,51.0,52.0,54.0,54.0,54.0,53.0,52.0,52.0,52.0,54.0,54.0,52.0,51.0,53.0,51.0,50.0,53.0,50.0,55.0,52.0,52.0,54.0,52.0,53.0,52.0,51.0,52.0,54.0,54.0,52.0,51.0,52.0,51.0,52.0,52.0,51.0,52.0,54.0,50.0,54.0,52.0,53.0,53.0,54.0,51.0
2094,53.0,53.0,52.0,51.0,53.0,52.0,50.0,53.0,52.0,52.0,52.0,54.0,54.0,53.0,51.0,54.0,53.0,55.0,52.0,51.0,53.0,52.0,51.0,51.0,53.0,54.0,54.0,49.0,52.0,53.0,53.0,54.0,51.0,54.0,51.0,52.0,53.0,50.0,53.0,49.0,52.0,53.0,50.0,50.0,53.0,53.0,51.0,52.0,52.0,54.0,54.0,54.0,52.0
2095,51.0,53.0,52.0,52.0,54.0,52.0,56.0,53.0,52.0,51.0,53.0,50.0,53.0,54.0,50.0,53.0,53.0,54.0,55.0,54.0,53.0,52.0,54.0,52.0,51.0,54.0,53.0,52.0,51.0,54.0,51.0,56.0,52.0,52.0,52.0,52.0,52.0,51.0,50.0,52.0,55.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,52.0,50.0,55.0
2096,53.0,52.0,54.0,52.0,53.0,54.0,55.0,53.0,52.0,55.0,54.0,53.0,52.0,52.0,54.0,51.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,55.0,50.0,55.0,51.0,51.0,52.0,51.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,50.0,54.0,53.0,53.0,51.0,53.0,52.0,52.0,50.0,50.0,53.0,53.0
2097,52.0,54.0,52.0,53.0,51.0,52.0,50.0,51.0,52.0,53.0,52.0,53.0,52.0,50.0,54.0,51.0,53.0,54.0,55.0,53.0,53.0,51.0,53.0,50.0,55.0,54.0,53.0,52.0,51.0,55.0,51.0,53.0,50.0,54.0,51.0,52.0,51.0,53.0,54.0,54.0,53.0,51.0,51.0,51.0,53.0,51.0,53.0,54.0,53.0,52.0,52.0,54.0,53.0
2098,52.0,52.0,52.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,54.0,55.0,54.0,53.0,54.0,52.0,50.0,53.0,53.0,53.0,51.0,51.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,55.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,50.0,53.0
2099,52.0,53.0,53.0,53.0,53.0,51.0,55.0,51.0,52.0,53.0,51.0,51.0,53.0,51.0,52.0,54.0,52.0,54.0,53.0,51.0,51.0,53.0,52.0,53.0,50.0,53.0,52.0,52.0,50.0,52.0,53.0,51.0,54.0,52.0,52.0,51.0,51.0,52.0,51.0,52.0,53.0,53.0,51.0,51.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0
2100,54.0,54.0,53.0,54.0,53.0,50.0,52.0,52.0,51.0,52.0,54.0,54.0,53.0,53.0,53.0,51.0,53.0,53.0,54.0,54.0,53.0,50.0,51.0,52.0,52.0,52.0,53.0,55.0,53.0,53.0,53.0,53.0,51.0,54.0,53.0,52.0,51.0,52.0,52.0,53.0,54.0,52.0,51.0,51.0,53.0,51.0,53.0,55.0,54.0,53.0,53.0,53.0,53.0
2101,52.0,55.0,52.0,53.0,52.0,51.0,51.0,51.0,52.0,53.0,54.0,53.0,51.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,48.0,52.0,52.0,52.0,53.0,51.0,51.0,52.0,53.0,52.0,53.0,53.0,51.0,53.0,51.0,53.0,54.0,51.0,53.0,53.0,56.0,54.0
2102,53.0,55.0,51.0,53.0,52.0,52.0,58.0,51.0,51.0,53.0,54.0,53.0,55.0,51.0,53.0,51.0,53.0,53.0,54.0,52.0,51.0,53.0,51.0,53.0,52.0,55.0,51.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,55.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,50.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0
2103,52.0,54.0,51.0,52.0,53.0,54.0,55.0,52.0,52.0,52.0,54.0,54.0,51.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,54.0,52.0,54.0,53.0,51.0,54.0,53.0,54.0,53.0,55.0,52.0,52.0,55.0,53.0,52.0,53.0,50.0,52.0,53.0,51.0,52.0,41.0,54.0,53.0,54.0,55.0,55.0,50.0,54.0
2104,55.0,53.0,52.0,54.0,51.0,54.0,50.0,53.0,53.0,54.0,53.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,54.0,51.0,51.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,55.0,54.0,51.0,50.0,54.0,50.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,54.0,52.0,54.0,-66.0,52.0,53.0,52.0,54.0,54.0,54.0,52.0
2105,53.0,53.0,52.0,51.0,51.0,50.0,50.0,55.0,52.0,54.0,53.0,54.0,55.0,52.0,52.0,51.0,54.0,50.0,55.0,53.0,51.0,52.0,52.0,51.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,50.0,52.0,54.0,52.0,52.0,52.0,54.0,54.0,53.0,-127.0,53.0,53.0,51.0,52.0,52.0,54.0,54.0
2106,50.0,53.0,52.0,53.0,54.0,53.0,56.0,52.0,53.0,54.0,53.0,54.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,54.0,54.0,51.0,51.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,55.0,54.0,51.0,51.0,53.0,53.0,55.0,52.0,51.0,53.0,52.0,53.0,52.0,-111.0,53.0,53.0,54.0,52.0,52.0,50.0,53.0
