,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20
579,578,53.0,52.0,54.0,54.0,52.0,55.0,50.0,53.0,52.0,51.0,50.0,52.0,52.0,52.0,51.0,53.0,53.0,54.0,52.0,53.0
580,579,51.0,53.0,53.0,52.0,51.0,52.0,54.0,51.0,54.0,53.0,52.0,51.0,53.0,51.0,53.0,55.0,53.0,53.0,53.0,51.0
581,580,52.0,53.0,51.0,51.0,52.0,54.0,53.0,51.0,54.0,54.0,53.0,53.0,50.0,52.0,53.0,53.0,52.0,51.0,51.0,54.0
582,581,53.0,52.0,52.0,51.0,52.0,54.0,51.0,51.0,53.0,53.0,51.0,52.0,51.0,53.0,51.0,52.0,54.0,52.0,54.0,53.0
583,582,54.0,55.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0,52.0,53.0,51.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0
584,583,53.0,53.0,53.0,51.0,53.0,55.0,55.0,52.0,54.0,51.0,52.0,50.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0
585,584,51.0,52.0,55.0,52.0,51.0,55.0,51.0,51.0,53.0,52.0,52.0,51.0,52.0,54.0,52.0,51.0,52.0,54.0,54.0,51.0
586,585,53.0,54.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,55.0,54.0,54.0,50.0,52.0,51.0,52.0,52.0,54.0,53.0,52.0
587,586,53.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,54.0,53.0,50.0,51.0,51.0,51.0,53.0,53.0,52.0,55.0,53.0
588,587,51.0,52.0,55.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,50.0,52.0,52.0,49.0,53.0,51.0,52.0,53.0,51.0
589,588,54.0,54.0,53.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,51.0,54.0,51.0,54.0,52.0,52.0,50.0,53.0
590,589,52.0,52.0,51.0,52.0,50.0,52.0,52.0,53.0,52.0,54.0,53.0,54.0,50.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0
591,590,52.0,51.0,54.0,52.0,50.0,54.0,53.0,52.0,55.0,53.0,50.0,50.0,50.0,52.0,52.0,51.0,52.0,53.0,52.0,52.0
592,591,51.0,52.0,50.0,52.0,51.0,54.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,54.0,51.0,53.0,53.0,53.0,54.0,50.0
593,592,51.0,52.0,52.0,52.0,49.0,54.0,52.0,53.0,51.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0,52.0,53.0,52.0,52.0
594,593,53.0,53.0,54.0,49.0,53.0,55.0,53.0,51.0,52.0,54.0,56.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,54.0
595,594,53.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,53.0,51.0,52.0
596,595,55.0,52.0,54.0,51.0,52.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,54.0,51.0,51.0,54.0
597,596,52.0,53.0,51.0,51.0,55.0,53.0,55.0,51.0,53.0,53.0,54.0,52.0,50.0,54.0,52.0,54.0,53.0,50.0,53.0,55.0
598,597,52.0,51.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,54.0,54.0
599,598,55.0,52.0,50.0,51.0,51.0,54.0,52.0,53.0,54.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0
600,599,52.0,52.0,52.0,53.0,50.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,50.0
601,600,53.0,53.0,53.0,50.0,51.0,52.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,50.0,53.0,54.0,54.0,53.0,52.0,52.0
602,601,53.0,53.0,54.0,51.0,52.0,53.0,55.0,53.0,52.0,52.0,53.0,50.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,51.0
603,602,55.0,53.0,54.0,55.0,50.0,53.0,51.0,52.0,51.0,53.0,53.0,52.0,51.0,52.0,51.0,56.0,54.0,54.0,52.0,51.0
604,603,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,55.0,52.0,53.0,52.0,52.0,51.0,52.0,54.0,53.0
605,604,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,49.0,53.0,53.0,53.0,53.0,54.0,54.0,49.0
606,605,54.0,52.0,54.0,51.0,51.0,54.0,50.0,53.0,52.0,51.0,55.0,51.0,48.0,52.0,53.0,54.0,53.0,52.0,52.0,49.0
607,606,52.0,52.0,52.0,51.0,54.0,52.0,50.0,52.0,54.0,52.0,52.0,53.0,50.0,51.0,52.0,53.0,52.0,53.0,52.0,51.0
608,607,53.0,53.0,53.0,53.0,52.0,53.0,52.0,49.0,54.0,54.0,54.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0
609,608,52.0,52.0,52.0,53.0,51.0,54.0,53.0,50.0,54.0,51.0,53.0,51.0,50.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0
610,609,50.0,52.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,50.0,52.0,53.0,51.0,52.0,54.0,52.0,52.0,51.0
611,610,55.0,52.0,51.0,52.0,50.0,52.0,52.0,54.0,54.0,54.0,55.0,52.0,51.0,51.0,54.0,54.0,54.0,52.0,51.0,53.0
612,611,53.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,51.0,51.0,51.0,52.0,52.0,52.0,54.0,51.0
613,612,53.0,51.0,54.0,51.0,51.0,51.0,51.0,52.0,55.0,53.0,50.0,52.0,51.0,51.0,52.0,53.0,52.0,53.0,51.0,52.0
614,613,51.0,51.0,52.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,52.0,51.0,50.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0
615,614,51.0,51.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,51.0,53.0,53.0,54.0,53.0,48.0
616,615,54.0,51.0,54.0,52.0,51.0,53.0,52.0,53.0,54.0,51.0,54.0,53.0,51.0,50.0,53.0,52.0,52.0,53.0,51.0,51.0
617,616,52.0,51.0,54.0,51.0,52.0,53.0,51.0,53.0,54.0,50.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0
618,617,53.0,52.0,55.0,53.0,50.0,53.0,50.0,53.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,54.0,51.0,54.0,52.0,51.0
619,618,51.0,52.0,53.0,51.0,52.0,51.0,52.0,52.0,54.0,52.0,51.0,52.0,54.0,54.0,51.0,53.0,54.0,53.0,52.0,52.0
620,619,51.0,52.0,53.0,54.0,52.0,50.0,53.0,51.0,52.0,51.0,53.0,51.0,52.0,52.0,52.0,53.0,54.0,53.0,51.0,55.0
621,620,53.0,51.0,52.0,53.0,54.0,54.0,53.0,50.0,56.0,52.0,54.0,55.0,52.0,53.0,53.0,55.0,54.0,52.0,51.0,53.0
622,621,52.0,55.0,51.0,52.0,51.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0,50.0,53.0,51.0,52.0
623,622,54.0,56.0,54.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,51.0,52.0,54.0,55.0,52.0,54.0,50.0,53.0
624,623,53.0,52.0,52.0,53.0,53.0,52.0,54.0,54.0,54.0,52.0,51.0,54.0,48.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0
625,624,51.0,54.0,53.0,50.0,53.0,54.0,52.0,52.0,53.0,51.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0
626,625,52.0,52.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0,53.0,51.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0
627,626,52.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0
628,627,54.0,53.0,53.0,52.0,50.0,52.0,52.0,54.0,52.0,55.0,50.0,52.0,51.0,53.0,51.0,52.0,51.0,54.0,53.0,52.0
629,628,52.0,55.0,53.0,52.0,54.0,54.0,54.0,53.0,54.0,52.0,52.0,51.0,50.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0
630,629,53.0,52.0,54.0,52.0,51.0,53.0,51.0,50.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0
631,630,55.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,55.0,51.0,52.0
632,631,53.0,54.0,52.0,53.0,53.0,52.0,55.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,54.0,54.0,50.0
633,632,52.0,52.0,54.0,53.0,52.0,52.0,54.0,51.0,53.0,53.0,51.0,52.0,54.0,50.0,55.0,52.0,54.0,53.0,52.0,51.0
634,633,52.0,49.0,53.0,52.0,51.0,53.0,53.0,52.0,56.0,51.0,50.0,53.0,54.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0
635,634,55.0,52.0,52.0,52.0,50.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,54.0,52.0,54.0,53.0,53.0
636,635,54.0,51.0,52.0,53.0,51.0,53.0,51.0,51.0,54.0,53.0,54.0,53.0,52.0,53.0,53.0,54.0,54.0,55.0,52.0,54.0
637,636,52.0,52.0,51.0,53.0,53.0,53.0,51.0,51.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,54.0,51.0,50.0
638,637,53.0,54.0,52.0,56.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0
639,638,53.0,51.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,51.0,50.0,53.0,50.0,53.0,52.0,52.0,53.0,55.0,52.0,53.0
640,639,53.0,52.0,52.0,54.0,51.0,55.0,50.0,52.0,54.0,51.0,50.0,52.0,51.0,51.0,53.0,54.0,55.0,52.0,53.0,52.0
641,640,53.0,52.0,53.0,55.0,53.0,54.0,50.0,52.0,53.0,49.0,52.0,52.0,51.0,53.0,53.0,50.0,52.0,53.0,52.0,54.0
642,641,50.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,51.0,52.0,54.0,54.0,50.0,53.0,53.0,52.0
643,642,52.0,52.0,53.0,50.0,52.0,53.0,53.0,52.0,50.0,53.0,53.0,52.0,48.0,53.0,53.0,56.0,52.0,54.0,51.0,52.0
644,643,52.0,54.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0
645,644,52.0,55.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,54.0,55.0,51.0,54.0,52.0,52.0,55.0,52.0,52.0,53.0,53.0
646,645,54.0,53.0,53.0,52.0,54.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0
647,646,52.0,52.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,54.0,50.0,51.0,52.0,52.0,51.0,52.0,53.0,54.0,52.0,50.0
648,647,53.0,54.0,54.0,53.0,53.0,53.0,50.0,52.0,53.0,53.0,53.0,53.0,52.0,50.0,51.0,53.0,52.0,54.0,53.0,52.0
649,648,51.0,52.0,54.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,51.0,52.0,50.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0
650,649,51.0,51.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0
651,650,55.0,54.0,52.0,54.0,50.0,52.0,52.0,51.0,54.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,51.0,53.0
652,651,53.0,51.0,55.0,52.0,51.0,54.0,52.0,54.0,52.0,53.0,53.0,50.0,51.0,53.0,52.0,53.0,54.0,52.0,51.0,50.0
653,652,50.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0
654,653,53.0,53.0,51.0,54.0,52.0,54.0,53.0,52.0,56.0,53.0,51.0,54.0,53.0,52.0,54.0,51.0,52.0,53.0,55.0,52.0
655,654,57.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,52.0,55.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,51.0
656,655,52.0,52.0,55.0,52.0,50.0,52.0,50.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0
657,656,52.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,50.0,50.0,52.0,52.0,49.0,53.0,52.0
658,657,54.0,54.0,53.0,51.0,52.0,53.0,53.0,54.0,55.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,51.0
659,658,51.0,52.0,52.0,52.0,53.0,54.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,51.0,53.0,51.0,51.0,52.0,53.0,52.0
660,659,51.0,52.0,54.0,52.0,52.0,53.0,51.0,53.0,51.0,53.0,54.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0
661,660,53.0,52.0,51.0,51.0,52.0,53.0,52.0,54.0,56.0,52.0,54.0,53.0,50.0,52.0,53.0,51.0,53.0,53.0,52.0,54.0
662,661,53.0,54.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,51.0
663,662,50.0,54.0,53.0,52.0,50.0,53.0,52.0,52.0,51.0,53.0,54.0,51.0,52.0,53.0,52.0,51.0,53.0,53.0,50.0,50.0
664,663,53.0,50.0,54.0,51.0,51.0,53.0,54.0,51.0,53.0,53.0,53.0,55.0,50.0,50.0,53.0,54.0,51.0,50.0,51.0,52.0
665,664,56.0,53.0,53.0,51.0,51.0,53.0,54.0,53.0,52.0,51.0,53.0,53.0,50.0,51.0,52.0,54.0,51.0,53.0,53.0,52.0
666,665,52.0,53.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,50.0,52.0,53.0,54.0,53.0,50.0,50.0
667,666,52.0,53.0,55.0,49.0,50.0,52.0,53.0,51.0,52.0,55.0,51.0,52.0,50.0,52.0,53.0,53.0,52.0,51.0,52.0,51.0
668,667,54.0,53.0,53.0,53.0,50.0,53.0,54.0,53.0,53.0,54.0,54.0,52.0,50.0,51.0,54.0,52.0,52.0,55.0,51.0,52.0
669,668,54.0,51.0,51.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,50.0,50.0
670,669,53.0,54.0,52.0,53.0,52.0,53.0,53.0,50.0,52.0,53.0,50.0,53.0,52.0,52.0,54.0,53.0,53.0,51.0,51.0,52.0
671,670,53.0,53.0,54.0,53.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,51.0,50.0,52.0,52.0,53.0,50.0
672,671,53.0,53.0,51.0,52.0,54.0,52.0,54.0,55.0,51.0,54.0,54.0,53.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,51.0
673,672,52.0,53.0,50.0,52.0,53.0,51.0,54.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,51.0,52.0
674,673,53.0,52.0,53.0,53.0,52.0,56.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,51.0,52.0,53.0
675,674,53.0,54.0,51.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,51.0,54.0,53.0,54.0,53.0,51.0
676,675,55.0,51.0,51.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,55.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0
677,676,52.0,52.0,55.0,53.0,54.0,52.0,54.0,51.0,52.0,52.0,50.0,51.0,50.0,53.0,52.0,54.0,51.0,53.0,52.0,53.0
678,677,51.0,54.0,53.0,54.0,55.0,52.0,55.0,51.0,53.0,54.0,52.0,54.0,49.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0
679,678,51.0,52.0,53.0,53.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,53.0,49.0,53.0,53.0,53.0,54.0,52.0,52.0,51.0
680,679,52.0,52.0,53.0,52.0,51.0,53.0,54.0,53.0,51.0,53.0,54.0,52.0,48.0,51.0,52.0,54.0,52.0,53.0,52.0,51.0
681,680,50.0,52.0,52.0,52.0,52.0,54.0,51.0,53.0,53.0,56.0,52.0,53.0,52.0,50.0,50.0,50.0,53.0,51.0,51.0,51.0
682,681,53.0,52.0,53.0,54.0,54.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,53.0
683,682,53.0,54.0,53.0,54.0,51.0,53.0,52.0,50.0,53.0,53.0,54.0,53.0,53.0,50.0,53.0,51.0,52.0,52.0,52.0,54.0
684,683,52.0,53.0,53.0,54.0,52.0,54.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,51.0,52.0
685,684,52.0,52.0,53.0,53.0,51.0,52.0,55.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,54.0,55.0,53.0,52.0
686,685,53.0,50.0,52.0,53.0,51.0,55.0,52.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,51.0,53.0,55.0,52.0,51.0,52.0
687,686,53.0,52.0,52.0,52.0,53.0,55.0,53.0,54.0,51.0,55.0,52.0,53.0,52.0,54.0,50.0,53.0,53.0,53.0,52.0,50.0
688,687,50.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,50.0,54.0,51.0,51.0
689,688,53.0,51.0,53.0,52.0,52.0,54.0,51.0,52.0,54.0,52.0,52.0,54.0,50.0,52.0,52.0,51.0,50.0,50.0,51.0,52.0
690,689,55.0,53.0,52.0,52.0,55.0,51.0,52.0,53.0,52.0,50.0,53.0,53.0,49.0,53.0,53.0,53.0,52.0,51.0,51.0,52.0
691,690,55.0,53.0,52.0,53.0,51.0,54.0,52.0,53.0,51.0,54.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0
692,691,50.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,51.0,52.0,51.0,51.0,50.0,54.0,52.0,53.0,53.0,51.0,52.0,50.0
693,692,50.0,52.0,49.0,51.0,53.0,54.0,52.0,52.0,53.0,55.0,52.0,52.0,51.0,52.0,52.0,51.0,51.0,53.0,50.0,51.0
694,693,52.0,53.0,-13.0,50.0,53.0,54.0,52.0,53.0,54.0,55.0,53.0,53.0,51.0,54.0,54.0,53.0,51.0,54.0,54.0,54.0
695,694,50.0,52.0,-127.0,53.0,52.0,50.0,51.0,53.0,53.0,53.0,52.0,50.0,51.0,52.0,51.0,54.0,54.0,52.0,50.0,50.0
696,695,53.0,53.0,-127.0,53.0,52.0,49.0,52.0,50.0,53.0,56.0,53.0,53.0,51.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0
697,696,55.0,53.0,-89.0,52.0,52.0,52.0,52.0,51.0,54.0,54.0,54.0,55.0,53.0,53.0,53.0,50.0,54.0,52.0,55.0,51.0
698,697,53.0,53.0,5.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,50.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0
699,698,53.0,50.0,29.0,53.0,50.0,51.0,55.0,54.0,52.0,51.0,51.0,51.0,52.0,50.0,50.0,53.0,52.0,51.0,54.0,51.0
700,699,52.0,55.0,36.0,52.0,51.0,53.0,54.0,53.0,52.0,53.0,52.0,54.0,52.0,51.0,53.0,53.0,54.0,54.0,52.0,51.0
701,700,54.0,51.0,50.0,53.0,51.0,53.0,54.0,52.0,51.0,54.0,52.0,57.0,53.0,51.0,54.0,51.0,54.0,53.0,53.0,50.0
702,701,53.0,52.0,41.0,51.0,51.0,52.0,51.0,54.0,53.0,53.0,52.0,52.0,50.0,52.0,51.0,51.0,53.0,51.0,53.0,52.0
703,702,52.0,53.0,31.0,56.0,49.0,52.0,52.0,52.0,55.0,52.0,53.0,49.0,52.0,52.0,52.0,51.0,51.0,51.0,53.0,52.0
704,703,53.0,54.0,41.0,51.0,52.0,54.0,53.0,52.0,51.0,51.0,53.0,56.0,51.0,51.0,51.0,52.0,53.0,52.0,51.0,52.0
705,704,51.0,52.0,47.0,52.0,51.0,50.0,54.0,54.0,50.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,54.0,52.0,51.0,50.0
706,705,53.0,52.0,44.0,51.0,51.0,53.0,53.0,54.0,52.0,54.0,53.0,51.0,50.0,50.0,53.0,53.0,54.0,53.0,52.0,53.0
707,706,53.0,51.0,50.0,52.0,54.0,53.0,54.0,53.0,52.0,52.0,55.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,52.0,51.0
708,707,54.0,54.0,51.0,54.0,51.0,54.0,54.0,52.0,52.0,54.0,53.0,55.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0
709,708,54.0,52.0,52.0,50.0,53.0,50.0,53.0,51.0,50.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,50.0,53.0,51.0,54.0
710,709,53.0,51.0,49.0,54.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,47.0,52.0,53.0,54.0,52.0,53.0,55.0,52.0,51.0
711,710,54.0,53.0,48.0,54.0,52.0,55.0,52.0,54.0,53.0,53.0,54.0,55.0,50.0,51.0,53.0,52.0,54.0,53.0,52.0,54.0
712,711,52.0,53.0,50.0,52.0,52.0,53.0,54.0,53.0,51.0,52.0,52.0,55.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,51.0
713,712,52.0,54.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,55.0,54.0,50.0,53.0,50.0,52.0,52.0,52.0,52.0,53.0,53.0
714,713,53.0,53.0,51.0,51.0,53.0,53.0,51.0,53.0,50.0,50.0,53.0,50.0,50.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0
715,714,54.0,51.0,50.0,53.0,51.0,54.0,50.0,50.0,50.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,52.0,52.0,50.0,51.0
716,715,53.0,53.0,50.0,53.0,52.0,53.0,52.0,53.0,54.0,55.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0
717,716,53.0,55.0,52.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,52.0,49.0,51.0,53.0,52.0,54.0,53.0,51.0,51.0,51.0
718,717,53.0,51.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,50.0,52.0
719,718,52.0,53.0,49.0,52.0,53.0,55.0,54.0,52.0,53.0,52.0,51.0,56.0,50.0,50.0,51.0,52.0,55.0,53.0,54.0,52.0
720,719,50.0,51.0,49.0,53.0,52.0,53.0,52.0,51.0,55.0,53.0,53.0,53.0,51.0,51.0,50.0,52.0,55.0,53.0,53.0,50.0
721,720,50.0,52.0,55.0,55.0,52.0,54.0,52.0,54.0,53.0,53.0,54.0,50.0,50.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0
722,721,50.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0,54.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,50.0
723,722,51.0,51.0,49.0,54.0,51.0,53.0,51.0,53.0,54.0,54.0,54.0,56.0,52.0,51.0,50.0,54.0,51.0,54.0,52.0,52.0
724,723,50.0,53.0,50.0,53.0,52.0,54.0,53.0,52.0,54.0,53.0,53.0,51.0,50.0,51.0,49.0,52.0,53.0,52.0,53.0,54.0
725,724,51.0,52.0,53.0,55.0,51.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,51.0,49.0,53.0,53.0,52.0,54.0,51.0
726,725,52.0,51.0,51.0,52.0,52.0,55.0,53.0,53.0,53.0,54.0,53.0,55.0,52.0,51.0,54.0,54.0,53.0,51.0,52.0,52.0
727,726,51.0,52.0,51.0,53.0,54.0,52.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0
728,727,52.0,53.0,51.0,52.0,52.0,54.0,53.0,52.0,52.0,53.0,55.0,52.0,52.0,51.0,51.0,53.0,53.0,54.0,52.0,51.0
729,728,53.0,52.0,51.0,54.0,51.0,53.0,55.0,50.0,51.0,51.0,53.0,53.0,51.0,53.0,51.0,52.0,50.0,52.0,51.0,54.0
730,729,53.0,53.0,53.0,52.0,51.0,51.0,54.0,52.0,52.0,53.0,52.0,57.0,52.0,52.0,51.0,54.0,51.0,54.0,52.0,53.0
731,730,53.0,53.0,52.0,52.0,51.0,55.0,54.0,54.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0
732,731,52.0,54.0,53.0,53.0,51.0,55.0,52.0,54.0,55.0,53.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,51.0,53.0,51.0
733,732,53.0,52.0,53.0,54.0,51.0,51.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,55.0
734,733,53.0,52.0,49.0,52.0,52.0,49.0,54.0,53.0,54.0,52.0,51.0,54.0,52.0,52.0,54.0,52.0,51.0,55.0,52.0,52.0
735,734,51.0,51.0,51.0,53.0,51.0,54.0,53.0,53.0,53.0,53.0,55.0,52.0,53.0,51.0,54.0,52.0,54.0,55.0,54.0,50.0
736,735,53.0,52.0,52.0,51.0,54.0,53.0,54.0,52.0,52.0,52.0,55.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0
737,736,52.0,54.0,53.0,51.0,53.0,52.0,53.0,55.0,53.0,52.0,51.0,54.0,54.0,50.0,52.0,53.0,50.0,54.0,53.0,50.0
738,737,53.0,52.0,52.0,52.0,51.0,53.0,52.0,51.0,53.0,51.0,51.0,50.0,52.0,49.0,54.0,53.0,53.0,54.0,51.0,52.0
739,738,54.0,52.0,53.0,50.0,52.0,56.0,52.0,53.0,51.0,53.0,53.0,50.0,51.0,51.0,55.0,51.0,51.0,52.0,52.0,51.0
740,739,53.0,53.0,52.0,54.0,50.0,52.0,50.0,51.0,53.0,53.0,52.0,55.0,53.0,49.0,55.0,52.0,54.0,53.0,53.0,52.0
741,740,54.0,53.0,50.0,52.0,51.0,55.0,51.0,51.0,52.0,50.0,52.0,54.0,51.0,50.0,50.0,54.0,50.0,52.0,52.0,51.0
742,741,52.0,51.0,49.0,50.0,50.0,53.0,53.0,53.0,50.0,53.0,52.0,48.0,52.0,53.0,53.0,53.0,52.0,50.0,50.0,51.0
743,742,53.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,53.0,51.0,53.0,51.0,56.0,51.0,54.0,53.0,53.0,53.0
