,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50
1335,52.0,54.0,52.0,50.0,53.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,51.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,55.0,53.0,53.0,53.0,51.0,50.0,50.0,52.0,53.0,51.0,53.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0,53.0,54.0,54.0,53.0,49.0
1336,52.0,53.0,52.0,52.0,51.0,53.0,51.0,51.0,52.0,55.0,54.0,51.0,52.0,50.0,53.0,50.0,53.0,54.0,53.0,54.0,52.0,53.0,52.0,56.0,54.0,51.0,53.0,53.0,54.0,53.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0
1337,52.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0,52.0,54.0,53.0,51.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,54.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,50.0,51.0,55.0,53.0,52.0,52.0,53.0,50.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0
1338,52.0,53.0,53.0,52.0,52.0,51.0,53.0,54.0,54.0,53.0,54.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,55.0,53.0,53.0,51.0,53.0,52.0,53.0,54.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,55.0,53.0,54.0,53.0,54.0,53.0,52.0,54.0,52.0,50.0,55.0,52.0,52.0,53.0,53.0,50.0,51.0
1339,55.0,51.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,55.0,53.0,52.0,54.0,56.0,53.0,55.0,52.0,53.0,51.0,52.0,53.0,53.0,51.0,52.0,54.0,53.0,55.0,54.0,52.0,53.0,53.0,52.0,49.0,53.0,52.0,53.0,52.0,53.0,50.0,53.0
1340,52.0,52.0,53.0,54.0,53.0,51.0,53.0,51.0,54.0,54.0,53.0,51.0,52.0,50.0,51.0,51.0,52.0,52.0,53.0,51.0,53.0,50.0,37.0,50.0,53.0,52.0,49.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,55.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,53.0,55.0,51.0,51.0
1341,53.0,52.0,52.0,53.0,52.0,52.0,55.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,56.0,53.0,51.0,53.0,52.0,-27.0,53.0,55.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,51.0,52.0,54.0,51.0
1342,54.0,55.0,54.0,50.0,52.0,52.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,51.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,50.0,-69.0,53.0,54.0,53.0,54.0,52.0,54.0,52.0,51.0,51.0,51.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,50.0,51.0,55.0,52.0,53.0,53.0,50.0,51.0,53.0,53.0,51.0
1343,53.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0,54.0,51.0,51.0,51.0,52.0,53.0,54.0,51.0,53.0,-26.0,51.0,53.0,52.0,51.0,50.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,55.0,53.0,50.0,50.0,51.0,52.0,53.0,54.0,52.0,51.0
1344,52.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,54.0,52.0,51.0,54.0,51.0,23.0,53.0,54.0,53.0,48.0,53.0,51.0,54.0,54.0,50.0,50.0,51.0,51.0,55.0,51.0,54.0,53.0,52.0,53.0,54.0,51.0,52.0,50.0,53.0,49.0,53.0,53.0,52.0,51.0
1345,52.0,53.0,51.0,53.0,54.0,52.0,54.0,54.0,51.0,52.0,51.0,54.0,52.0,52.0,53.0,50.0,52.0,53.0,51.0,56.0,53.0,50.0,37.0,54.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,50.0,50.0,53.0,53.0,51.0,51.0,55.0,54.0,52.0,53.0,53.0,49.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0,50.0
1346,53.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,55.0,53.0,54.0,52.0,52.0,54.0,52.0,55.0,54.0,52.0,51.0,52.0,43.0,54.0,52.0,52.0,55.0,54.0,53.0,54.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,51.0,51.0,52.0,51.0,50.0,52.0,52.0,55.0,52.0,53.0
1347,54.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,51.0,51.0,53.0,51.0,54.0,53.0,51.0,54.0,53.0,53.0,55.0,51.0,53.0,52.0,54.0,54.0,53.0,52.0,51.0,53.0,54.0,55.0,53.0,53.0,53.0,54.0,52.0,52.0,51.0,53.0,52.0,54.0,52.0,52.0,55.0,50.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0
1348,53.0,54.0,54.0,53.0,51.0,53.0,51.0,54.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,55.0,54.0,52.0,50.0,54.0,53.0,53.0,51.0,56.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,55.0,51.0,53.0,50.0,50.0,53.0,52.0,51.0,51.0,53.0,52.0,52.0
1349,52.0,53.0,50.0,53.0,51.0,52.0,53.0,54.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,54.0,56.0,53.0,50.0,54.0,51.0,41.0,53.0,53.0,51.0,54.0,55.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,51.0,55.0,53.0,54.0,54.0,53.0,51.0,50.0,54.0,52.0,55.0,52.0,52.0,55.0
1350,53.0,53.0,51.0,50.0,54.0,51.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,51.0,50.0,51.0,54.0,54.0,50.0,52.0,52.0,45.0,55.0,52.0,51.0,55.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,51.0
1351,53.0,52.0,54.0,53.0,53.0,52.0,54.0,53.0,54.0,56.0,52.0,53.0,54.0,51.0,53.0,53.0,52.0,53.0,50.0,54.0,52.0,54.0,50.0,55.0,54.0,54.0,50.0,54.0,51.0,56.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,56.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,51.0,52.0,54.0,53.0,52.0
1352,52.0,54.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,54.0,53.0,50.0,53.0,53.0,52.0,50.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0
1353,52.0,53.0,52.0,51.0,50.0,50.0,52.0,51.0,54.0,53.0,51.0,53.0,52.0,53.0,50.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,50.0,53.0,54.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,52.0,54.0,52.0,54.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,50.0,51.0
1354,54.0,51.0,52.0,52.0,53.0,53.0,54.0,51.0,54.0,51.0,53.0,53.0,53.0,52.0,50.0,53.0,52.0,52.0,51.0,51.0,53.0,51.0,52.0,52.0,54.0,51.0,52.0,54.0,51.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,55.0,51.0,51.0,53.0,51.0,53.0,52.0,51.0,52.0
1355,53.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,56.0,52.0,53.0,55.0,51.0,52.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,50.0,49.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,54.0,49.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,51.0,54.0,53.0,53.0,51.0,53.0,53.0,51.0
1356,53.0,54.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,51.0,52.0,53.0,56.0,52.0,50.0,53.0,53.0,54.0,52.0,53.0,53.0,53.0,50.0,52.0,53.0,52.0,54.0,55.0,53.0,52.0,54.0,52.0,52.0,51.0,53.0,52.0,55.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,50.0,53.0,52.0,55.0,55.0,54.0
1357,54.0,52.0,54.0,53.0,52.0,53.0,50.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,51.0,50.0,54.0,51.0,52.0,54.0,53.0,53.0,55.0,51.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,54.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,54.0,54.0,51.0,52.0
1358,53.0,55.0,54.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,50.0,53.0,52.0,51.0,54.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,49.0,52.0,54.0,53.0,55.0,55.0,53.0,52.0,52.0,53.0,50.0,53.0,50.0,53.0,54.0,51.0,52.0,53.0,51.0,51.0,52.0,54.0,51.0,52.0
1359,53.0,54.0,54.0,52.0,50.0,53.0,53.0,50.0,54.0,57.0,52.0,54.0,55.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,53.0,54.0,54.0,53.0,54.0,51.0,53.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,51.0,54.0,51.0,51.0,52.0,51.0,53.0,51.0,49.0,52.0,54.0,52.0,55.0,53.0
1360,53.0,54.0,52.0,53.0,52.0,54.0,55.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,51.0,54.0,54.0,52.0,55.0,53.0,51.0,55.0,53.0,51.0,50.0,55.0,52.0,52.0,54.0,51.0,51.0,51.0,52.0,53.0,52.0,51.0,51.0,51.0,56.0,52.0,54.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0
1361,54.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,55.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0,55.0,52.0,52.0,52.0,52.0,54.0,55.0,55.0,51.0,54.0,52.0,54.0,52.0,53.0,54.0,54.0,54.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,50.0,52.0,50.0,55.0,54.0,51.0,52.0,55.0
1362,52.0,55.0,52.0,53.0,50.0,53.0,52.0,50.0,52.0,55.0,55.0,50.0,54.0,50.0,51.0,52.0,54.0,54.0,55.0,51.0,53.0,52.0,51.0,54.0,53.0,53.0,52.0,51.0,51.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,48.0,52.0,54.0,53.0,50.0,52.0,50.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0
1363,53.0,53.0,50.0,53.0,51.0,51.0,54.0,53.0,52.0,54.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,54.0,52.0,51.0,52.0,54.0,51.0,53.0,52.0,51.0,53.0,53.0,50.0,52.0,52.0,52.0,54.0,51.0,54.0,24.0,53.0,56.0,52.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,55.0,53.0,53.0
1364,54.0,51.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,51.0,53.0,53.0,50.0,53.0,55.0,53.0,53.0,52.0,53.0,51.0,55.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,51.0,53.0,53.0,-13.0,54.0,52.0,53.0,54.0,51.0,53.0,54.0,51.0,52.0,53.0,53.0,53.0,53.0
1365,53.0,54.0,51.0,52.0,51.0,54.0,53.0,53.0,55.0,54.0,52.0,51.0,54.0,52.0,53.0,52.0,54.0,53.0,56.0,50.0,52.0,53.0,51.0,53.0,52.0,50.0,55.0,52.0,50.0,53.0,52.0,52.0,52.0,50.0,52.0,52.0,53.0,-6.0,53.0,53.0,50.0,54.0,53.0,51.0,56.0,51.0,52.0,51.0,52.0,52.0,52.0
1366,54.0,54.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,57.0,53.0,51.0,54.0,54.0,51.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,49.0,55.0,54.0,53.0,53.0,53.0,51.0,55.0,53.0,53.0,53.0,55.0,52.0,53.0,53.0,22.0,53.0,53.0,52.0,51.0,53.0,55.0,52.0,49.0,52.0,52.0,55.0,53.0,51.0
1367,52.0,54.0,52.0,51.0,54.0,53.0,51.0,51.0,52.0,51.0,52.0,52.0,54.0,53.0,50.0,50.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,50.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0,54.0,51.0,53.0,54.0,54.0,40.0,52.0,51.0,51.0,50.0,54.0,52.0,53.0,50.0,52.0,53.0,52.0,51.0,53.0
1368,53.0,53.0,52.0,52.0,53.0,52.0,54.0,54.0,52.0,49.0,52.0,53.0,54.0,54.0,52.0,52.0,52.0,56.0,52.0,54.0,53.0,55.0,53.0,52.0,53.0,52.0,53.0,54.0,50.0,55.0,51.0,53.0,53.0,51.0,55.0,50.0,53.0,48.0,51.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,54.0,52.0,54.0,53.0
1369,54.0,52.0,52.0,54.0,52.0,52.0,50.0,52.0,54.0,55.0,53.0,53.0,53.0,50.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,49.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0,47.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,54.0,53.0,51.0,53.0
1370,51.0,53.0,51.0,54.0,52.0,54.0,53.0,53.0,53.0,56.0,52.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,48.0,52.0,52.0,55.0,52.0,52.0,52.0,55.0,52.0,51.0,52.0,50.0,54.0,53.0,51.0,51.0,53.0,52.0,53.0,52.0,49.0,55.0,54.0,53.0,52.0
1371,51.0,54.0,53.0,53.0,51.0,53.0,51.0,52.0,53.0,49.0,48.0,54.0,54.0,51.0,50.0,54.0,53.0,53.0,50.0,53.0,53.0,53.0,51.0,54.0,54.0,53.0,52.0,54.0,53.0,51.0,52.0,51.0,51.0,51.0,50.0,54.0,54.0,48.0,53.0,52.0,51.0,53.0,53.0,52.0,48.0,53.0,51.0,53.0,52.0,55.0,54.0
1372,53.0,54.0,53.0,54.0,52.0,50.0,52.0,53.0,54.0,52.0,10.0,52.0,53.0,52.0,53.0,50.0,54.0,53.0,51.0,53.0,54.0,51.0,54.0,52.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,50.0,54.0,51.0,52.0,47.0,54.0,53.0,53.0,51.0,53.0,52.0,54.0,52.0,50.0,52.0,52.0,52.0,53.0
1373,51.0,52.0,52.0,54.0,53.0,53.0,52.0,54.0,53.0,56.0,-52.0,52.0,51.0,53.0,53.0,52.0,54.0,54.0,50.0,52.0,52.0,54.0,50.0,54.0,52.0,51.0,48.0,53.0,51.0,54.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,51.0,51.0,53.0,54.0,52.0,53.0
1374,52.0,53.0,51.0,53.0,52.0,53.0,55.0,51.0,51.0,53.0,-37.0,50.0,53.0,53.0,49.0,54.0,52.0,54.0,48.0,54.0,53.0,52.0,54.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,55.0,51.0,52.0,52.0,49.0,54.0,51.0,52.0,51.0,53.0,53.0,54.0,51.0,52.0,54.0,53.0,54.0,53.0
1375,52.0,53.0,53.0,54.0,51.0,52.0,52.0,53.0,53.0,49.0,9.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,55.0,53.0,52.0,52.0,51.0,55.0,51.0,52.0,50.0,50.0,52.0,52.0,51.0,54.0,50.0,54.0,51.0,50.0,53.0,53.0,52.0,53.0,51.0,51.0,53.0,52.0,52.0,54.0,52.0,51.0
1376,51.0,50.0,54.0,53.0,53.0,51.0,55.0,52.0,52.0,51.0,38.0,54.0,51.0,55.0,50.0,52.0,52.0,52.0,50.0,52.0,53.0,54.0,49.0,53.0,51.0,51.0,53.0,53.0,52.0,57.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,51.0,51.0,52.0,53.0,51.0,51.0,52.0,52.0,52.0,54.0,52.0,54.0,52.0
1377,53.0,53.0,51.0,53.0,53.0,50.0,51.0,52.0,54.0,54.0,39.0,52.0,53.0,52.0,50.0,54.0,51.0,52.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,48.0,53.0,52.0,54.0,52.0,50.0,50.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0,54.0,50.0,53.0,52.0,53.0,52.0,49.0,54.0,53.0,51.0,54.0
1378,55.0,53.0,52.0,51.0,51.0,51.0,54.0,53.0,53.0,51.0,43.0,52.0,55.0,52.0,51.0,54.0,51.0,54.0,52.0,52.0,54.0,56.0,51.0,55.0,56.0,52.0,55.0,53.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,51.0,53.0,52.0,54.0,52.0,51.0,51.0,51.0,53.0,54.0,50.0,51.0
1379,54.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,52.0,55.0,53.0,51.0,53.0,52.0,53.0,53.0,50.0,52.0,52.0,53.0,52.0,54.0,50.0,56.0,53.0,53.0,52.0,53.0,51.0,51.0,53.0,52.0,52.0,56.0,52.0,54.0,53.0,52.0,50.0,53.0,54.0,53.0,52.0,53.0,54.0,54.0,52.0,51.0
1380,54.0,54.0,51.0,53.0,53.0,53.0,53.0,51.0,55.0,55.0,42.0,52.0,53.0,54.0,53.0,52.0,51.0,50.0,51.0,54.0,53.0,53.0,52.0,52.0,54.0,51.0,49.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,50.0,51.0,53.0,52.0,52.0,53.0,53.0,50.0
1381,51.0,54.0,53.0,51.0,54.0,54.0,53.0,52.0,51.0,55.0,43.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,51.0,51.0,54.0,53.0,51.0,54.0,55.0,51.0,53.0,56.0,53.0,52.0,52.0,51.0,51.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0
1382,52.0,54.0,51.0,52.0,52.0,50.0,52.0,54.0,54.0,51.0,48.0,51.0,53.0,54.0,51.0,52.0,54.0,53.0,53.0,53.0,53.0,51.0,52.0,54.0,53.0,49.0,56.0,51.0,52.0,50.0,53.0,51.0,51.0,53.0,51.0,51.0,52.0,52.0,50.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,52.0,53.0,55.0,52.0,53.0
1383,51.0,51.0,52.0,53.0,52.0,51.0,54.0,52.0,53.0,51.0,50.0,55.0,53.0,53.0,51.0,55.0,51.0,51.0,53.0,51.0,52.0,52.0,53.0,55.0,54.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,50.0,54.0,52.0,51.0,52.0,52.0,55.0,52.0,52.0,50.0,52.0,52.0,53.0,53.0,52.0,51.0
1384,53.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,50.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,50.0,53.0,54.0,51.0,50.0,52.0,53.0,54.0,51.0,51.0,51.0,51.0,53.0,53.0,51.0,53.0,53.0,52.0,51.0,52.0,54.0,54.0,52.0,52.0,51.0,53.0,51.0,52.0,51.0
1385,54.0,55.0,55.0,50.0,53.0,50.0,52.0,53.0,52.0,54.0,49.0,52.0,53.0,54.0,52.0,54.0,54.0,53.0,52.0,49.0,53.0,53.0,55.0,53.0,52.0,50.0,54.0,50.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0,49.0,55.0,55.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0
1386,52.0,52.0,52.0,53.0,51.0,54.0,52.0,52.0,52.0,51.0,54.0,52.0,52.0,53.0,50.0,55.0,51.0,54.0,51.0,52.0,51.0,51.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,54.0,50.0,54.0,52.0,54.0,54.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0
1387,53.0,52.0,50.0,54.0,53.0,51.0,53.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,53.0,54.0,52.0,51.0,53.0,55.0,53.0,50.0,49.0,52.0,51.0,49.0,52.0,52.0,51.0,52.0,52.0,53.0,51.0,54.0,54.0,51.0,53.0,53.0,55.0,54.0,54.0,51.0,52.0,52.0,53.0,53.0
1388,54.0,54.0,51.0,52.0,53.0,52.0,53.0,51.0,52.0,55.0,50.0,54.0,53.0,54.0,53.0,52.0,53.0,54.0,51.0,53.0,54.0,53.0,57.0,53.0,52.0,50.0,50.0,51.0,53.0,56.0,53.0,51.0,51.0,54.0,54.0,52.0,53.0,50.0,53.0,54.0,53.0,54.0,54.0,53.0,54.0,50.0,51.0,52.0,53.0,53.0,52.0
1389,54.0,55.0,51.0,52.0,54.0,53.0,50.0,52.0,50.0,54.0,50.0,53.0,53.0,53.0,52.0,52.0,54.0,55.0,51.0,54.0,54.0,52.0,50.0,52.0,51.0,50.0,54.0,53.0,54.0,53.0,54.0,50.0,50.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0,54.0,53.0,51.0,54.0,52.0,53.0,53.0,54.0
1390,53.0,53.0,53.0,52.0,54.0,53.0,52.0,53.0,54.0,51.0,51.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,50.0,52.0,54.0,51.0,53.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,54.0,51.0,53.0
1391,53.0,51.0,53.0,51.0,52.0,53.0,52.0,50.0,51.0,53.0,52.0,51.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,56.0,52.0,51.0,51.0,51.0,54.0,51.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,55.0,50.0,54.0,52.0,53.0,52.0,51.0,51.0,53.0,52.0,54.0,52.0,52.0
1392,53.0,54.0,51.0,51.0,54.0,51.0,51.0,52.0,52.0,54.0,51.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,50.0,52.0,52.0,56.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,54.0,51.0,54.0,53.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0
1393,52.0,52.0,54.0,51.0,53.0,54.0,54.0,50.0,52.0,53.0,49.0,53.0,53.0,53.0,51.0,55.0,51.0,52.0,52.0,52.0,53.0,52.0,49.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,51.0,52.0,53.0,52.0,55.0,51.0,52.0
1394,52.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,51.0,51.0,52.0,54.0,52.0,52.0,53.0,55.0,51.0,51.0,52.0,52.0,52.0,56.0,53.0,53.0,50.0,53.0,51.0,53.0,50.0,52.0,51.0,51.0,51.0,52.0,53.0,53.0,52.0,54.0,51.0,52.0,53.0,50.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,55.0
1395,51.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,53.0,52.0,54.0,51.0,53.0,51.0,51.0,53.0,54.0,53.0,53.0,56.0,54.0,53.0,52.0,51.0,52.0,53.0,56.0,50.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,54.0,50.0,51.0,51.0,51.0,53.0,51.0,53.0,52.0
1396,51.0,51.0,51.0,52.0,51.0,52.0,53.0,50.0,53.0,52.0,54.0,52.0,52.0,54.0,50.0,54.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,54.0,52.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,53.0,51.0,54.0,50.0,51.0,54.0,54.0,51.0
1397,53.0,51.0,52.0,51.0,51.0,49.0,52.0,53.0,53.0,51.0,50.0,53.0,54.0,51.0,53.0,53.0,52.0,51.0,53.0,54.0,53.0,52.0,49.0,55.0,54.0,52.0,55.0,51.0,52.0,49.0,51.0,51.0,51.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,52.0,55.0,54.0
1398,50.0,51.0,53.0,52.0,50.0,51.0,54.0,53.0,52.0,54.0,52.0,53.0,51.0,53.0,54.0,51.0,50.0,52.0,51.0,54.0,52.0,55.0,52.0,53.0,53.0,54.0,51.0,50.0,53.0,53.0,50.0,52.0,52.0,54.0,51.0,54.0,54.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0,52.0,51.0,53.0,53.0,50.0,52.0,53.0
1399,52.0,51.0,52.0,53.0,51.0,51.0,50.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,51.0,52.0,53.0,54.0,53.0,56.0,53.0,52.0,52.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,51.0,50.0,52.0,52.0,53.0,52.0,53.0,50.0,53.0,53.0,54.0,51.0
1400,52.0,53.0,54.0,53.0,54.0,51.0,53.0,52.0,51.0,55.0,52.0,52.0,51.0,51.0,53.0,52.0,52.0,48.0,53.0,54.0,53.0,52.0,47.0,49.0,50.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,51.0,54.0,51.0,54.0,55.0,53.0,53.0,54.0,53.0,52.0,54.0,51.0,53.0,53.0,54.0,54.0,53.0,52.0
