,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22
1171,53.0,51.0,52.0,53.0,53.0,51.0,54.0,53.0,53.0,52.0,52.0,53.0,55.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0
1172,53.0,50.0,54.0,54.0,53.0,50.0,55.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,54.0,54.0,50.0,52.0,50.0,53.0,55.0,53.0,48.0
1173,54.0,52.0,52.0,53.0,53.0,53.0,49.0,52.0,54.0,51.0,53.0,53.0,54.0,54.0,53.0,53.0,55.0,53.0,52.0,50.0,49.0,53.0,56.0
1174,54.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,55.0,55.0,54.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0
1175,53.0,53.0,54.0,56.0,53.0,52.0,58.0,55.0,54.0,52.0,50.0,53.0,52.0,52.0,53.0,53.0,50.0,54.0,50.0,53.0,53.0,54.0,52.0
1176,53.0,54.0,53.0,53.0,54.0,54.0,50.0,52.0,54.0,51.0,51.0,53.0,55.0,54.0,53.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0
1177,53.0,52.0,52.0,54.0,54.0,53.0,50.0,51.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,53.0,51.0,51.0,53.0,53.0
1178,53.0,52.0,51.0,55.0,52.0,52.0,55.0,51.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,55.0,54.0,51.0,51.0,52.0,52.0,50.0
1179,52.0,53.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,51.0,53.0,52.0,50.0,52.0,52.0,53.0,55.0,53.0,51.0
1180,53.0,52.0,51.0,55.0,51.0,54.0,51.0,51.0,52.0,51.0,54.0,51.0,51.0,53.0,54.0,51.0,53.0,53.0,53.0,54.0,51.0,52.0,54.0
1181,50.0,52.0,51.0,53.0,52.0,51.0,52.0,51.0,51.0,51.0,52.0,55.0,54.0,51.0,54.0,53.0,55.0,53.0,54.0,54.0,51.0,52.0,51.0
1182,52.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,54.0,53.0,53.0,54.0,56.0,53.0,53.0
1183,53.0,54.0,51.0,51.0,54.0,52.0,50.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,53.0,56.0,52.0,55.0
1184,53.0,52.0,51.0,52.0,54.0,53.0,49.0,51.0,52.0,53.0,53.0,55.0,53.0,54.0,51.0,51.0,55.0,55.0,53.0,54.0,49.0,52.0,52.0
1185,51.0,53.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,54.0,54.0,55.0,53.0,56.0,50.0,52.0,53.0,51.0,55.0,54.0
1186,51.0,52.0,50.0,53.0,54.0,50.0,54.0,53.0,51.0,51.0,51.0,53.0,55.0,53.0,56.0,53.0,53.0,51.0,53.0,53.0,55.0,52.0,52.0
1187,53.0,52.0,55.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,57.0,52.0,54.0,52.0,54.0,53.0
1188,52.0,52.0,51.0,51.0,53.0,54.0,49.0,51.0,53.0,51.0,51.0,52.0,54.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,49.0,55.0,51.0
1189,52.0,51.0,52.0,52.0,52.0,51.0,56.0,50.0,52.0,53.0,55.0,53.0,54.0,53.0,55.0,53.0,53.0,54.0,53.0,54.0,53.0,54.0,54.0
1190,51.0,52.0,53.0,53.0,52.0,53.0,56.0,59.0,54.0,52.0,52.0,52.0,55.0,52.0,53.0,54.0,54.0,54.0,51.0,51.0,55.0,53.0,54.0
1191,52.0,53.0,51.0,53.0,53.0,54.0,49.0,51.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,54.0,54.0,55.0,52.0,54.0,50.0,54.0,53.0
1192,52.0,50.0,50.0,54.0,52.0,53.0,54.0,49.0,53.0,54.0,53.0,51.0,52.0,51.0,53.0,54.0,54.0,53.0,53.0,54.0,50.0,53.0,52.0
1193,52.0,50.0,52.0,53.0,51.0,52.0,53.0,53.0,51.0,52.0,50.0,52.0,51.0,53.0,52.0,56.0,55.0,51.0,50.0,51.0,54.0,51.0,52.0
1194,51.0,52.0,54.0,52.0,52.0,53.0,54.0,56.0,52.0,52.0,54.0,51.0,54.0,53.0,54.0,54.0,51.0,53.0,53.0,52.0,55.0,51.0,53.0
1195,52.0,52.0,51.0,54.0,53.0,53.0,53.0,50.0,54.0,51.0,53.0,53.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,51.0,49.0,53.0,54.0
1196,51.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,50.0,53.0,51.0,54.0,52.0,54.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0
1197,52.0,51.0,53.0,53.0,51.0,53.0,54.0,54.0,52.0,54.0,53.0,51.0,52.0,53.0,52.0,53.0,55.0,53.0,53.0,52.0,54.0,52.0,53.0
1198,52.0,52.0,51.0,51.0,52.0,51.0,50.0,54.0,51.0,51.0,54.0,50.0,53.0,56.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0
1199,53.0,53.0,54.0,53.0,53.0,54.0,51.0,51.0,51.0,53.0,53.0,51.0,53.0,52.0,52.0,54.0,54.0,51.0,52.0,51.0,49.0,54.0,52.0
1200,54.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,56.0,53.0,53.0,52.0,50.0,53.0,53.0,54.0,51.0
1201,51.0,53.0,50.0,52.0,55.0,54.0,53.0,57.0,51.0,52.0,53.0,51.0,54.0,53.0,53.0,53.0,51.0,52.0,52.0,54.0,55.0,54.0,54.0
1202,53.0,52.0,50.0,55.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,50.0
1203,53.0,53.0,53.0,52.0,54.0,52.0,51.0,47.0,52.0,53.0,54.0,51.0,51.0,53.0,53.0,54.0,54.0,53.0,53.0,53.0,48.0,54.0,53.0
1204,52.0,52.0,53.0,51.0,52.0,52.0,56.0,54.0,52.0,53.0,56.0,51.0,53.0,53.0,55.0,54.0,53.0,54.0,54.0,53.0,53.0,52.0,55.0
1205,51.0,51.0,51.0,54.0,50.0,51.0,51.0,55.0,54.0,52.0,51.0,51.0,52.0,52.0,53.0,52.0,52.0,55.0,53.0,51.0,53.0,52.0,52.0
1206,52.0,52.0,52.0,52.0,51.0,52.0,49.0,49.0,52.0,53.0,52.0,52.0,55.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,49.0,52.0,52.0
1207,52.0,53.0,53.0,52.0,52.0,52.0,53.0,50.0,52.0,54.0,53.0,53.0,52.0,54.0,53.0,54.0,54.0,53.0,51.0,54.0,53.0,54.0,53.0
1208,52.0,54.0,52.0,55.0,52.0,51.0,54.0,56.0,50.0,53.0,53.0,52.0,54.0,55.0,55.0,54.0,50.0,54.0,52.0,53.0,53.0,51.0,54.0
1209,50.0,51.0,55.0,51.0,52.0,54.0,48.0,54.0,50.0,52.0,51.0,50.0,54.0,53.0,53.0,50.0,51.0,55.0,54.0,54.0,53.0,54.0,54.0
1210,52.0,50.0,54.0,53.0,52.0,54.0,51.0,47.0,53.0,52.0,53.0,51.0,51.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,53.0,51.0
1211,53.0,52.0,52.0,54.0,52.0,53.0,54.0,49.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,54.0,54.0,50.0,54.0,55.0
1212,54.0,53.0,54.0,52.0,51.0,50.0,53.0,56.0,54.0,53.0,52.0,51.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,54.0,54.0
1213,53.0,52.0,50.0,54.0,52.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,54.0,53.0,55.0,54.0,55.0,52.0,52.0,52.0,52.0,52.0,51.0
1214,52.0,52.0,55.0,53.0,52.0,52.0,53.0,49.0,51.0,52.0,52.0,54.0,53.0,52.0,53.0,52.0,54.0,54.0,53.0,52.0,52.0,55.0,52.0
1215,53.0,50.0,54.0,52.0,51.0,53.0,56.0,55.0,54.0,51.0,54.0,51.0,53.0,51.0,51.0,53.0,52.0,52.0,51.0,51.0,52.0,56.0,54.0
1216,52.0,53.0,49.0,51.0,53.0,53.0,53.0,56.0,53.0,52.0,53.0,52.0,53.0,51.0,54.0,52.0,51.0,51.0,53.0,54.0,53.0,52.0,53.0
1217,51.0,52.0,53.0,52.0,52.0,53.0,51.0,50.0,56.0,53.0,52.0,52.0,54.0,52.0,54.0,52.0,54.0,53.0,52.0,53.0,53.0,54.0,53.0
1218,52.0,50.0,52.0,51.0,52.0,53.0,56.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,52.0
1219,51.0,50.0,53.0,52.0,54.0,49.0,53.0,53.0,52.0,52.0,54.0,52.0,54.0,51.0,53.0,55.0,53.0,51.0,55.0,52.0,53.0,53.0,55.0
1220,51.0,52.0,51.0,53.0,51.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0,51.0,53.0,52.0,50.0
1221,52.0,51.0,54.0,52.0,54.0,53.0,54.0,51.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0,52.0,51.0,53.0,52.0,54.0,50.0,53.0,53.0
1222,52.0,54.0,50.0,50.0,55.0,53.0,56.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,51.0,53.0,53.0
1223,52.0,54.0,52.0,52.0,51.0,53.0,48.0,54.0,51.0,53.0,54.0,53.0,54.0,53.0,54.0,53.0,53.0,52.0,52.0,50.0,52.0,53.0,54.0
1224,52.0,54.0,54.0,54.0,54.0,54.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,52.0,53.0,52.0,51.0,51.0,53.0,53.0,55.0,53.0,54.0
1225,51.0,52.0,51.0,52.0,53.0,53.0,55.0,50.0,53.0,53.0,54.0,51.0,54.0,54.0,53.0,52.0,53.0,55.0,51.0,52.0,51.0,52.0,53.0
1226,53.0,54.0,52.0,53.0,53.0,54.0,53.0,53.0,51.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,50.0,53.0
1227,52.0,51.0,53.0,53.0,54.0,54.0,49.0,54.0,53.0,52.0,53.0,50.0,52.0,52.0,52.0,52.0,55.0,53.0,50.0,53.0,52.0,53.0,53.0
1228,51.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,55.0,53.0,50.0,52.0,54.0
1229,51.0,52.0,53.0,54.0,51.0,53.0,53.0,50.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,50.0,53.0,52.0,52.0,52.0,53.0
1230,52.0,51.0,52.0,51.0,52.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0,50.0,54.0,53.0,53.0,53.0,55.0,52.0,52.0,50.0,54.0,50.0
1231,50.0,51.0,52.0,52.0,53.0,54.0,50.0,54.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,51.0,54.0,52.0,53.0,51.0,54.0,55.0
1232,52.0,50.0,52.0,52.0,51.0,53.0,53.0,53.0,56.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,54.0,54.0,51.0,53.0,51.0,51.0,53.0
1233,51.0,53.0,52.0,50.0,53.0,51.0,55.0,51.0,54.0,52.0,50.0,51.0,53.0,54.0,53.0,53.0,54.0,55.0,53.0,53.0,50.0,51.0,53.0
1234,50.0,51.0,53.0,54.0,52.0,52.0,50.0,53.0,53.0,53.0,55.0,52.0,52.0,53.0,53.0,53.0,51.0,56.0,54.0,52.0,54.0,52.0,52.0
1235,51.0,52.0,53.0,54.0,52.0,52.0,51.0,55.0,52.0,54.0,54.0,51.0,50.0,52.0,53.0,53.0,52.0,54.0,51.0,51.0,53.0,53.0,53.0
1236,51.0,55.0,55.0,52.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0,54.0,53.0,52.0,53.0,55.0,54.0,51.0,54.0,53.0,54.0
1237,51.0,51.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,55.0,52.0,53.0,53.0,54.0,53.0,53.0,51.0,52.0,52.0
1238,52.0,52.0,51.0,54.0,53.0,52.0,51.0,54.0,53.0,55.0,51.0,50.0,51.0,55.0,53.0,54.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0
1239,50.0,51.0,52.0,52.0,54.0,51.0,53.0,53.0,51.0,54.0,54.0,51.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,55.0
1240,51.0,51.0,54.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,50.0,54.0,51.0,52.0,51.0,52.0,52.0
1241,53.0,54.0,53.0,53.0,55.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,56.0,52.0,54.0,54.0,53.0,54.0
1242,51.0,51.0,51.0,53.0,51.0,51.0,51.0,53.0,50.0,54.0,53.0,52.0,54.0,54.0,52.0,53.0,53.0,54.0,52.0,53.0,54.0,54.0,52.0
1243,49.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,50.0,54.0,53.0,54.0,54.0,53.0,50.0,50.0,53.0,51.0,53.0,53.0
1244,51.0,52.0,53.0,53.0,53.0,54.0,55.0,51.0,54.0,55.0,52.0,51.0,53.0,52.0,51.0,51.0,54.0,49.0,52.0,53.0,53.0,53.0,54.0
1245,55.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,50.0,54.0,54.0,54.0,53.0,51.0,50.0,54.0,52.0,53.0,50.0
1246,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,55.0,53.0,54.0,50.0,53.0,54.0,50.0,51.0,53.0
1247,51.0,52.0,55.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,51.0,53.0,51.0,55.0,51.0,52.0,49.0,50.0,52.0,51.0
1248,54.0,51.0,55.0,53.0,53.0,50.0,53.0,51.0,50.0,53.0,53.0,54.0,52.0,53.0,55.0,52.0,55.0,51.0,51.0,53.0,52.0,53.0,52.0
1249,52.0,52.0,53.0,54.0,50.0,51.0,53.0,53.0,52.0,53.0,53.0,55.0,52.0,51.0,52.0,50.0,54.0,53.0,53.0,52.0,52.0,53.0,54.0
1250,52.0,51.0,53.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,52.0,54.0,54.0,52.0,53.0,49.0,53.0,52.0
1251,52.0,52.0,53.0,55.0,54.0,51.0,54.0,49.0,53.0,53.0,50.0,51.0,54.0,52.0,54.0,54.0,53.0,53.0,51.0,52.0,54.0,52.0,54.0
1252,52.0,54.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,54.0,54.0,51.0,54.0,51.0,51.0,54.0,53.0,51.0,53.0,51.0,52.0,53.0,53.0
1253,54.0,52.0,52.0,53.0,55.0,51.0,51.0,52.0,51.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,54.0,50.0,54.0,52.0
1254,53.0,52.0,54.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0
1255,52.0,54.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,54.0,54.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0
1256,52.0,54.0,52.0,52.0,51.0,52.0,53.0,52.0,52.0,54.0,51.0,52.0,51.0,51.0,54.0,51.0,52.0,49.0,53.0,53.0,52.0,50.0,53.0
1257,52.0,53.0,51.0,54.0,52.0,53.0,53.0,52.0,51.0,55.0,52.0,52.0,52.0,53.0,55.0,52.0,52.0,54.0,53.0,52.0,54.0,54.0,53.0
1258,52.0,51.0,51.0,54.0,55.0,52.0,52.0,53.0,54.0,50.0,53.0,51.0,52.0,52.0,54.0,50.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0
1259,51.0,52.0,54.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,54.0,53.0,52.0,51.0,49.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,54.0
1260,53.0,51.0,53.0,50.0,54.0,55.0,51.0,52.0,54.0,53.0,55.0,53.0,53.0,52.0,52.0,55.0,52.0,54.0,52.0,53.0,51.0,53.0,54.0
1261,51.0,51.0,52.0,51.0,55.0,51.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,54.0
1262,52.0,54.0,54.0,52.0,51.0,53.0,54.0,51.0,54.0,53.0,54.0,52.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,54.0,54.0,52.0,55.0
1263,54.0,52.0,52.0,53.0,52.0,54.0,50.0,52.0,50.0,52.0,51.0,54.0,53.0,53.0,53.0,52.0,50.0,54.0,53.0,53.0,50.0,52.0,54.0
1264,53.0,51.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0,54.0,52.0,51.0,51.0,53.0,52.0,54.0,51.0,53.0,51.0,54.0,53.0
1265,50.0,51.0,53.0,52.0,53.0,52.0,54.0,52.0,54.0,52.0,51.0,52.0,51.0,51.0,51.0,54.0,52.0,54.0,52.0,53.0,51.0,55.0,53.0
1266,51.0,52.0,54.0,52.0,54.0,53.0,51.0,51.0,53.0,51.0,52.0,52.0,56.0,53.0,54.0,52.0,52.0,54.0,54.0,56.0,53.0,52.0,53.0
1267,50.0,51.0,53.0,53.0,51.0,54.0,53.0,50.0,54.0,54.0,54.0,51.0,51.0,52.0,54.0,52.0,53.0,54.0,52.0,54.0,51.0,53.0,52.0
1268,51.0,52.0,53.0,54.0,52.0,51.0,51.0,50.0,52.0,51.0,51.0,50.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,52.0
1269,51.0,52.0,54.0,53.0,52.0,53.0,54.0,51.0,53.0,52.0,52.0,54.0,53.0,55.0,53.0,54.0,50.0,52.0,51.0,55.0,53.0,52.0,52.0
1270,53.0,51.0,52.0,54.0,53.0,50.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,54.0,50.0,52.0,52.0
1271,53.0,54.0,52.0,52.0,51.0,51.0,53.0,51.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0
1272,52.0,52.0,54.0,53.0,52.0,55.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,52.0,53.0,52.0
1273,52.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,54.0,53.0,51.0,53.0,53.0,51.0,54.0,51.0,53.0,54.0
1274,52.0,53.0,53.0,53.0,53.0,53.0,54.0,51.0,54.0,53.0,52.0,54.0,54.0,51.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,54.0
1275,51.0,52.0,52.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,55.0,54.0,53.0,51.0,50.0,50.0,53.0,54.0
1276,52.0,53.0,53.0,53.0,55.0,52.0,53.0,53.0,54.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,51.0,49.0,52.0,52.0,52.0,52.0,54.0
1277,52.0,52.0,54.0,51.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,55.0,55.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0
1278,51.0,52.0,51.0,54.0,53.0,56.0,53.0,52.0,52.0,50.0,53.0,53.0,53.0,52.0,53.0,54.0,54.0,50.0,55.0,54.0,52.0,51.0,52.0
1279,51.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,50.0,53.0,56.0,52.0,52.0,50.0,52.0,54.0,52.0,51.0,52.0,53.0
1280,51.0,51.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,51.0,51.0,54.0,53.0,54.0,53.0,54.0,53.0,54.0,53.0,54.0,54.0
1281,54.0,51.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,54.0
1282,53.0,53.0,50.0,54.0,53.0,54.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,51.0,52.0,53.0,53.0,52.0
1283,52.0,53.0,53.0,52.0,53.0,52.0,49.0,50.0,52.0,51.0,54.0,51.0,53.0,54.0,52.0,52.0,51.0,54.0,50.0,52.0,53.0,51.0,52.0
1284,52.0,53.0,56.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,55.0,51.0,50.0,53.0,54.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0
1285,54.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,55.0,52.0,52.0,54.0,53.0,51.0,54.0,51.0,51.0,51.0,54.0,54.0
1286,54.0,53.0,52.0,49.0,54.0,53.0,51.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0
1287,53.0,51.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,54.0,50.0,51.0,52.0,53.0,52.0,54.0,55.0,53.0,53.0,52.0,53.0,51.0
1288,52.0,53.0,54.0,54.0,51.0,51.0,54.0,50.0,52.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,52.0,51.0,55.0,54.0
1289,51.0,54.0,52.0,52.0,52.0,53.0,54.0,52.0,54.0,54.0,51.0,54.0,51.0,52.0,53.0,54.0,49.0,53.0,52.0,53.0,52.0,53.0,56.0
1290,53.0,53.0,51.0,53.0,53.0,52.0,51.0,51.0,53.0,52.0,51.0,51.0,52.0,53.0,54.0,53.0,53.0,54.0,50.0,53.0,52.0,52.0,52.0
1291,52.0,52.0,55.0,52.0,50.0,51.0,53.0,49.0,50.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0
1292,52.0,51.0,53.0,54.0,50.0,55.0,53.0,52.0,53.0,54.0,52.0,54.0,52.0,53.0,51.0,55.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0
1293,52.0,52.0,52.0,52.0,52.0,54.0,53.0,50.0,51.0,54.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,54.0,53.0,51.0,53.0
1294,51.0,53.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,55.0,52.0,52.0,53.0
1295,52.0,52.0,54.0,52.0,52.0,53.0,53.0,50.0,53.0,51.0,50.0,51.0,49.0,51.0,53.0,53.0,54.0,54.0,53.0,52.0,53.0,51.0,53.0
1296,53.0,53.0,51.0,52.0,53.0,53.0,51.0,51.0,54.0,51.0,53.0,57.0,52.0,51.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0
1297,52.0,52.0,52.0,53.0,52.0,53.0,51.0,50.0,54.0,53.0,54.0,51.0,52.0,54.0,54.0,55.0,53.0,55.0,53.0,51.0,52.0,53.0,52.0
1298,52.0,52.0,55.0,51.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,49.0,53.0,54.0,54.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0
1299,52.0,53.0,55.0,53.0,52.0,54.0,51.0,54.0,54.0,53.0,54.0,52.0,53.0,53.0,54.0,55.0,54.0,50.0,51.0,53.0,50.0,53.0,52.0
1300,52.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,53.0,54.0,51.0,53.0,53.0,52.0,54.0,54.0,53.0,51.0,53.0,51.0,53.0,53.0,53.0
1301,52.0,50.0,53.0,50.0,55.0,52.0,53.0,50.0,52.0,54.0,53.0,49.0,54.0,52.0,51.0,54.0,52.0,54.0,53.0,52.0,54.0,51.0,52.0
1302,51.0,50.0,55.0,52.0,53.0,55.0,53.0,53.0,53.0,53.0,54.0,50.0,50.0,52.0,52.0,54.0,54.0,53.0,50.0,54.0,52.0,55.0,53.0
1303,51.0,53.0,52.0,52.0,51.0,55.0,53.0,53.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,50.0,51.0,54.0
1304,50.0,52.0,51.0,51.0,54.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,50.0,53.0,51.0
1305,53.0,53.0,53.0,53.0,52.0,54.0,52.0,54.0,53.0,50.0,51.0,49.0,53.0,52.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,51.0
1306,52.0,55.0,54.0,51.0,53.0,53.0,51.0,53.0,52.0,51.0,54.0,51.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0
1307,52.0,54.0,52.0,51.0,52.0,52.0,54.0,53.0,53.0,51.0,53.0,55.0,51.0,54.0,53.0,51.0,53.0,54.0,51.0,54.0,53.0,53.0,52.0
1308,53.0,54.0,51.0,51.0,53.0,53.0,51.0,52.0,51.0,51.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0,52.0,54.0
1309,50.0,50.0,53.0,54.0,53.0,52.0,52.0,54.0,52.0,51.0,55.0,49.0,53.0,54.0,54.0,52.0,55.0,54.0,53.0,52.0,53.0,52.0,55.0
1310,52.0,52.0,54.0,54.0,53.0,53.0,51.0,54.0,52.0,54.0,52.0,55.0,54.0,53.0,51.0,54.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0
1311,52.0,53.0,51.0,54.0,52.0,50.0,51.0,53.0,54.0,53.0,52.0,54.0,53.0,51.0,50.0,52.0,54.0,52.0,54.0,52.0,52.0,53.0,51.0
1312,52.0,50.0,54.0,52.0,52.0,53.0,53.0,52.0,55.0,52.0,52.0,51.0,54.0,54.0,55.0,53.0,54.0,52.0,54.0,51.0,51.0,53.0,53.0
1313,52.0,52.0,53.0,54.0,54.0,51.0,54.0,51.0,51.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,51.0,54.0,54.0
1314,53.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,55.0,52.0,51.0,51.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,54.0
1315,52.0,52.0,51.0,51.0,53.0,53.0,53.0,55.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0
1316,51.0,53.0,52.0,51.0,53.0,51.0,51.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0,53.0,54.0
